X Y Z CUT_FLAG
0.595043 0.340159 0.000000 0
0.595045 0.340382 0.000000 0
0.595047 0.340605 0.000000 0
0.595048 0.340829 0.000000 0
0.595050 0.341052 0.000000 0
0.595053 0.341275 0.000000 0
0.595056 0.341498 0.000000 0
0.595059 0.341721 0.000000 0
0.595063 0.341944 0.000000 0
0.595068 0.342167 0.000000 0
0.595073 0.342390 0.000000 0
0.595080 0.342612 0.000000 0
0.595087 0.342835 0.000000 0
0.595096 0.343058 0.000000 0
0.595107 0.343280 0.000000 0
0.595118 0.343503 0.000000 0
0.595131 0.343725 0.000000 0
0.595146 0.343948 0.000000 0
0.595162 0.344170 0.000000 0
0.595180 0.344392 0.000000 0
0.595199 0.344614 0.000000 0
0.595220 0.344836 0.000000 0
0.595241 0.345058 0.000000 0
0.595264 0.345279 0.000000 0
0.595288 0.345501 0.000000 0
0.595313 0.345723 0.000000 0
0.595339 0.345944 0.000000 0
0.595367 0.346166 0.000000 0
0.595395 0.346387 0.000000 0
0.595424 0.346608 0.000000 0
0.595454 0.346829 0.000000 0
0.595485 0.347050 0.000000 0
0.595516 0.347271 0.000000 0
0.595549 0.347492 0.000000 0
0.595582 0.347713 0.000000 0
0.595615 0.347934 0.000000 0
0.595649 0.348154 0.000000 0
0.595684 0.348375 0.000000 0
0.595719 0.348596 0.000000 0
0.595754 0.348816 0.000000 0
0.595790 0.349036 0.000000 0
0.595827 0.349257 0.000000 0
0.595863 0.349477 0.000000 0
0.595900 0.349697 0.000000 0
0.595937 0.349917 0.000000 0
0.595975 0.350137 0.000000 0
0.596013 0.350357 0.000000 0
0.596051 0.350577 0.000000 0
0.596090 0.350797 0.000000 0
0.596130 0.351016 0.000000 0
0.596170 0.351236 0.000000 0
0.596211 0.351455 0.000000 0
0.596252 0.351674 0.000000 0
0.596294 0.351893 0.000000 0
0.596336 0.352112 0.000000 0
0.596379 0.352331 0.000000 0
0.596423 0.352549 0.000000 0
0.596467 0.352768 0.000000 0
0.596512 0.352986 0.000000 0
0.596558 0.353204 0.000000 0
0.596605 0.353422 0.000000 0
0.596652 0.353640 0.000000 0
0.596701 0.353857 0.000000 0
0.596750 0.354075 0.000000 0
0.596800 0.354292 0.000000 0
0.596851 0.354509 0.000000 0
0.596903 0.354726 0.000000 0
0.596956 0.354942 0.000000 0
0.597009 0.355159 0.000000 0
0.597064 0.355375 0.000000 0
0.597119 0.355591 0.000000 0
0.597176 0.355806 0.000000 0
0.597233 0.356022 0.000000 0
0.597291 0.356237 0.000000 0
0.597349 0.356452 0.000000 0
0.597409 0.356667 0.000000 0
0.597469 0.356882 0.000000 0
0.597530 0.357097 0.000000 0
0.597592 0.357311 0.000000 0
0.597655 0.357525 0.000000 0
0.597718 0.357739 0.000000 0
0.597782 0.357953 0.000000 0
0.597847 0.358166 0.000000 0
0.597912 0.358380 0.000000 0
0.597978 0.358593 0.000000 0
0.598045 0.358806 0.000000 0
0.598112 0.359018 0.000000 0
0.598180 0.359231 0.000000 0
0.598249 0.359443 0.000000 0
0.598318 0.359655 0.000000 0
0.598388 0.359867 0.000000 0
0.598458 0.360079 0.000000 0
0.598529 0.360291 0.000000 0
0.598601 0.360502 0.000000 0
0.598673 0.360713 0.000000 0
0.598746 0.360924 0.000000 0
0.598820 0.361135 0.000000 0
0.598894 0.361345 0.000000 0
0.598969 0.361555 0.000000 0
0.599045 0.361765 0.000000 0
0.599121 0.361975 0.000000 0
0.599198 0.362184 0.000000 0
0.599276 0.362393 0.000000 0
0.599354 0.362602 0.000000 0
0.599433 0.362810 0.000000 0
0.599513 0.363019 0.000000 0
0.599594 0.363226 0.000000 0
0.599675 0.363434 0.000000 0
0.599757 0.363641 0.000000 0
0.599840 0.363848 0.000000 0
0.599924 0.364055 0.000000 0
0.600009 0.364261 0.000000 0
0.600094 0.364467 0.000000 0
0.600180 0.364673 0.000000 0
0.600267 0.364878 0.000000 0
0.600355 0.365083 0.000000 0
0.600444 0.365287 0.000000 0
0.600533 0.365491 0.000000 0
0.600623 0.365695 0.000000 0
0.600714 0.365899 0.000000 0
0.600806 0.366102 0.000000 0
0.600898 0.366305 0.000000 0
0.600991 0.366507 0.000000 0
0.601085 0.366709 0.000000 0
0.601180 0.366911 0.000000 0
0.601275 0.367113 0.000000 0
0.601370 0.367315 0.000000 0
0.601466 0.367516 0.000000 0
0.601563 0.367717 0.000000 0
0.601660 0.367917 0.000000 0
0.601758 0.368118 0.000000 0
0.601857 0.368318 0.000000 0
0.601955 0.368518 0.000000 0
0.602055 0.368718 0.000000 0
0.602154 0.368918 0.000000 0
0.602254 0.369117 0.000000 0
0.602355 0.369316 0.000000 0
0.602456 0.369515 0.000000 0
0.602557 0.369714 0.000000 0
0.602659 0.369913 0.000000 0
0.602760 0.370112 0.000000 0
0.602863 0.370310 0.000000 0
0.602965 0.370509 0.000000 0
0.603069 0.370707 0.000000 0
0.603172 0.370905 0.000000 0
0.603276 0.371102 0.000000 0
0.603381 0.371299 0.000000 0
0.603486 0.371496 0.000000 0
0.603592 0.371693 0.000000 0
0.603699 0.371889 0.000000 0
0.603806 0.372084 0.000000 0
0.603914 0.372279 0.000000 0
0.604023 0.372474 0.000000 0
0.604133 0.372668 0.000000 0
0.604243 0.372862 0.000000 0
0.604354 0.373055 0.000000 0
0.604467 0.373248 0.000000 0
0.604580 0.373440 0.000000 0
0.604694 0.373631 0.000000 0
0.604810 0.373822 0.000000 0
0.604926 0.374012 0.000000 0
0.605043 0.374201 0.000000 0
0.605162 0.374390 0.000000 0
0.605282 0.374578 0.000000 0
0.605403 0.374765 0.000000 0
0.605525 0.374951 0.000000 0
0.605649 0.375137 0.000000 0
0.605773 0.375322 0.000000 0
0.605899 0.375506 0.000000 0
0.606025 0.375690 0.000000 0
0.606152 0.375873 0.000000 0
0.606279 0.376056 0.000000 0
0.606408 0.376238 0.000000 0
0.606537 0.376420 0.000000 0
0.606666 0.376602 0.000000 0
0.606795 0.376784 0.000000 0
0.606925 0.376965 0.000000 0
0.607055 0.377146 0.000000 0
0.607185 0.377328 0.000000 0
0.607315 0.377509 0.000000 0
0.607445 0.377691 0.000000 0
0.607575 0.377872 0.000000 0
0.607704 0.378054 0.000000 0
0.607833 0.378236 0.000000 0
0.607961 0.378418 0.000000 0
0.608089 0.378601 0.000000 0
0.608217 0.378784 0.000000 0
0.608343 0.378967 0.000000 0
0.608469 0.379151 0.000000 0
0.608594 0.379336 0.000000 0
0.608732 0.379515 0.000000 0
0.608868 0.379694 0.000000 0
0.609004 0.379875 0.000000 0
0.609140 0.380056 0.000000 0
0.609275 0.380237 0.000000 0
0.609410 0.380418 0.000000 0
0.609544 0.380599 0.000000 0
0.609679 0.380780 0.000000 0
0.609815 0.380961 0.000000 0
0.609950 0.381142 0.000000 0
0.610087 0.381322 0.000000 0
0.610224 0.381501 0.000000 0
0.610363 0.381679 0.000000 0
0.610503 0.381856 0.000000 0
0.610644 0.382032 0.000000 0
0.610787 0.382207 0.000000 0
0.610931 0.382381 0.000000 0
0.611076 0.382554 0.000000 0
0.611222 0.382727 0.000000 0
0.611369 0.382898 0.000000 0
0.611517 0.383069 0.000000 0
0.611665 0.383239 0.000000 0
0.611814 0.383409 0.000000 0
0.611964 0.383578 0.000000 0
0.612113 0.383748 0.000000 0
0.612263 0.383917 0.000000 0
0.612414 0.384086 0.000000 0
0.612564 0.384254 0.000000 0
0.612714 0.384423 0.000000 0
0.612864 0.384592 0.000000 0
0.613015 0.384761 0.000000 0
0.613165 0.384929 0.000000 0
0.613316 0.385097 0.000000 0
0.613468 0.385265 0.000000 0
0.613620 0.385431 0.000000 0
0.613773 0.385598 0.000000 0
0.613927 0.385763 0.000000 0
0.614081 0.385928 0.000000 0
0.614236 0.386092 0.000000 0
0.614393 0.386255 0.000000 0
0.614550 0.386416 0.000000 0
0.614709 0.386577 0.000000 0
0.614869 0.386736 0.000000 0
0.615030 0.386895 0.000000 0
0.615192 0.387052 0.000000 0
0.615355 0.387209 0.000000 0
0.615519 0.387364 0.000000 0
0.615683 0.387519 0.000000 0
0.615849 0.387673 0.000000 0
0.616015 0.387826 0.000000 0
0.616181 0.387978 0.000000 0
0.616349 0.388130 0.000000 0
0.616516 0.388282 0.000000 0
0.616685 0.388433 0.000000 0
0.616853 0.388583 0.000000 0
0.617022 0.388733 0.000000 0
0.617192 0.388882 0.000000 0
0.617362 0.389031 0.000000 0
0.617532 0.389179 0.000000 0
0.617704 0.389326 0.000000 0
0.617875 0.389473 0.000000 0
0.618047 0.389619 0.000000 0
0.618220 0.389765 0.000000 0
0.618393 0.389910 0.000000 0
0.618567 0.390054 0.000000 0
0.618741 0.390197 0.000000 0
0.618917 0.390340 0.000000 0
0.619092 0.390482 0.000000 0
0.619269 0.390623 0.000000 0
0.619446 0.390763 0.000000 0
0.619624 0.390903 0.000000 0
0.619802 0.391041 0.000000 0
0.619981 0.391179 0.000000 0
0.620161 0.391315 0.000000 0
0.620342 0.391451 0.000000 0
0.620524 0.391585 0.000000 0
0.620706 0.391719 0.000000 0
0.620889 0.391851 0.000000 0
0.621073 0.391982 0.000000 0
0.621257 0.392112 0.000000 0
0.621442 0.392241 0.000000 0
0.621628 0.392370 0.000000 0
0.621815 0.392497 0.000000 0
0.622002 0.392623 0.000000 0
0.622190 0.392748 0.000000 0
0.622378 0.392873 0.000000 0
0.622567 0.392997 0.000000 0
0.622756 0.393120 0.000000 0
0.622946 0.393243 0.000000 0
0.623136 0.393366 0.000000 0
0.623326 0.393487 0.000000 0
0.623517 0.393609 0.000000 0
0.623708 0.393730 0.000000 0
0.623899 0.393850 0.000000 0
0.624091 0.393969 0.000000 0
0.624284 0.394088 0.000000 0
0.624477 0.394205 0.000000 0
0.624670 0.394322 0.000000 0
0.624865 0.394437 0.000000 0
0.625060 0.394550 0.000000 0
0.625256 0.394662 0.000000 0
0.625453 0.394773 0.000000 0
0.625651 0.394881 0.000000 0
0.625850 0.394988 0.000000 0
0.626050 0.395092 0.000000 0
0.626251 0.395196 0.000000 0
0.626452 0.395297 0.000000 0
0.626655 0.395397 0.000000 0
0.626858 0.395496 0.000000 0
0.627062 0.395594 0.000000 0
0.627266 0.395690 0.000000 0
0.627471 0.395786 0.000000 0
0.627676 0.395880 0.000000 0
0.627882 0.395974 0.000000 0
0.628087 0.396068 0.000000 0
0.628293 0.396161 0.000000 0
0.628500 0.396253 0.000000 0
0.628706 0.396345 0.000000 0
0.628913 0.396436 0.000000 0
0.629120 0.396526 0.000000 0
0.629327 0.396616 0.000000 0
0.629534 0.396705 0.000000 0
0.629742 0.396793 0.000000 0
0.629950 0.396881 0.000000 0
0.630159 0.396968 0.000000 0
0.630368 0.397053 0.000000 0
0.630577 0.397138 0.000000 0
0.630787 0.397222 0.000000 0
0.630997 0.397304 0.000000 0
0.631208 0.397386 0.000000 0
0.631419 0.397466 0.000000 0
0.631631 0.397545 0.000000 0
0.631843 0.397623 0.000000 0
0.632056 0.397699 0.000000 0
0.632269 0.397774 0.000000 0
0.632483 0.397847 0.000000 0
0.632697 0.397919 0.000000 0
0.632912 0.397989 0.000000 0
0.633127 0.398057 0.000000 0
0.633343 0.398123 0.000000 0
0.633559 0.398188 0.000000 0
0.633776 0.398251 0.000000 0
0.633993 0.398313 0.000000 0
0.634211 0.398373 0.000000 0
0.634429 0.398432 0.000000 0
0.634647 0.398490 0.000000 0
0.634866 0.398548 0.000000 0
0.635084 0.398604 0.000000 0
0.635303 0.398660 0.000000 0
0.635523 0.398715 0.000000 0
0.635742 0.398769 0.000000 0
0.635962 0.398823 0.000000 0
0.636181 0.398876 0.000000 0
0.636401 0.398929 0.000000 0
0.636621 0.398980 0.000000 0
0.636841 0.399031 0.000000 0
0.637062 0.399080 0.000000 0
0.637283 0.399127 0.000000 0
0.637504 0.399173 0.000000 0
0.637725 0.399218 0.000000 0
0.637947 0.399260 0.000000 0
0.638169 0.399301 0.000000 0
0.638391 0.399339 0.000000 0
0.638614 0.399376 0.000000 0
0.638837 0.399410 0.000000 0
0.639060 0.399443 0.000000 0
0.639284 0.399475 0.000000 0
0.639508 0.399505 0.000000 0
0.639732 0.399534 0.000000 0
0.639956 0.399563 0.000000 0
0.640180 0.399591 0.000000 0
0.640404 0.399619 0.000000 0
0.640629 0.399646 0.000000 0
0.640853 0.399674 0.000000 0
0.641077 0.399702 0.000000 0
0.641302 0.399730 0.000000 0
0.641526 0.399757 0.000000 0
0.641751 0.399785 0.000000 0
0.641975 0.399812 0.000000 0
0.642200 0.399838 0.000000 0
0.642424 0.399862 0.000000 0
0.642649 0.399885 0.000000 0
0.642874 0.399907 0.000000 0
0.643099 0.399926 0.000000 0
0.643324 0.399943 0.000000 0
0.643549 0.399957 0.000000 0
0.643774 0.399968 0.000000 0
0.644000 0.399976 0.000000 0
0.644225 0.399982 0.000000 0
0.644451 0.399985 0.000000 0
0.644677 0.399987 0.000000 0
0.644903 0.399988 0.000000 0
0.645129 0.399988 0.000000 0
0.645355 0.399988 0.000000 0
0.645581 0.399988 0.000000 0
0.645807 0.399989 0.000000 0
0.646033 0.399991 0.000000 0
0.646259 0.399994 0.000000 0
0.646484 0.400000 0.000000 0
0.646659 0.399995 0.000000 0
0.646833 0.399991 0.000000 0
0.647007 0.399987 0.000000 0
0.647181 0.399984 0.000000 0
0.647356 0.399981 0.000000 0
0.647530 0.399978 0.000000 0
0.647704 0.399976 0.000000 0
0.647879 0.399974 0.000000 0
0.648053 0.399972 0.000000 0
0.648227 0.399970 0.000000 0
0.648402 0.399969 0.000000 0
0.648576 0.399967 0.000000 0
0.648750 0.399966 0.000000 0
0.648925 0.399964 0.000000 0
0.649099 0.399963 0.000000 0
0.649274 0.399962 0.000000 0
0.649448 0.399960 0.000000 0
0.649622 0.399958 0.000000 0
0.649797 0.399956 0.000000 0
0.649971 0.399954 0.000000 0
0.650145 0.399952 0.000000 0
0.650320 0.399949 0.000000 0
0.650494 0.399946 0.000000 0
0.650668 0.399942 0.000000 0
0.650842 0.399938 0.000000 0
0.651017 0.399933 0.000000 0
0.651191 0.399928 0.000000 0
0.651365 0.399923 0.000000 0
0.651539 0.399916 0.000000 0
0.651713 0.399909 0.000000 0
0.651887 0.399901 0.000000 0
0.652062 0.399893 0.000000 0
0.652236 0.399884 0.000000 0
0.652410 0.399874 0.000000 0
0.652584 0.399863 0.000000 0
0.652758 0.399852 0.000000 0
0.652931 0.399840 0.000000 0
0.653105 0.399828 0.000000 0
0.653279 0.399815 0.000000 0
0.653453 0.399801 0.000000 0
0.653627 0.399787 0.000000 0
0.653800 0.399772 0.000000 0
0.653974 0.399757 0.000000 0
0.654148 0.399741 0.000000 0
0.654321 0.399725 0.000000 0
0.654495 0.399708 0.000000 0
0.654669 0.399690 0.000000 0
0.654842 0.399672 0.000000 0
0.655016 0.399654 0.000000 0
0.655189 0.399635 0.000000 0
0.655362 0.399616 0.000000 0
0.655536 0.399596 0.000000 0
0.655709 0.399576 0.000000 0
0.655882 0.399555 0.000000 0
0.656055 0.399534 0.000000 0
0.656229 0.399513 0.000000 0
0.656402 0.399491 0.000000 0
0.656575 0.399469 0.000000 0
0.656748 0.399446 0.000000 0
0.656921 0.399424 0.000000 0
0.657094 0.399400 0.000000 0
0.657266 0.399377 0.000000 0
0.657439 0.399353 0.000000 0
0.657612 0.399328 0.000000 0
0.657785 0.399304 0.000000 0
0.657957 0.399278 0.000000 0
0.658130 0.399253 0.000000 0
0.658302 0.399227 0.000000 0
0.658474 0.399200 0.000000 0
0.658647 0.399173 0.000000 0
0.658819 0.399146 0.000000 0
0.658991 0.399118 0.000000 0
0.659163 0.399090 0.000000 0
0.659335 0.399061 0.000000 0
0.659507 0.399031 0.000000 0
0.659679 0.399002 0.000000 0
0.659850 0.398971 0.000000 0
0.660022 0.398940 0.000000 0
0.660193 0.398909 0.000000 0
0.660365 0.398877 0.000000 0
0.660536 0.398844 0.000000 0
0.660707 0.398811 0.000000 0
0.660878 0.398777 0.000000 0
0.661049 0.398743 0.000000 0
0.661220 0.398708 0.000000 0
0.661390 0.398672 0.000000 0
0.661561 0.398636 0.000000 0
0.661731 0.398599 0.000000 0
0.661901 0.398562 0.000000 0
0.662071 0.398524 0.000000 0
0.662241 0.398485 0.000000 0
0.662411 0.398446 0.000000 0
0.662581 0.398406 0.000000 0
0.662751 0.398366 0.000000 0
0.662920 0.398325 0.000000 0
0.663089 0.398284 0.000000 0
0.663259 0.398241 0.000000 0
0.663428 0.398199 0.000000 0
0.663597 0.398156 0.000000 0
0.663765 0.398112 0.000000 0
0.663934 0.398067 0.000000 0
0.664103 0.398022 0.000000 0
0.664271 0.397977 0.000000 0
0.664439 0.397931 0.000000 0
0.664607 0.397884 0.000000 0
0.664775 0.397837 0.000000 0
0.664943 0.397789 0.000000 0
0.665111 0.397741 0.000000 0
0.665278 0.397692 0.000000 0
0.665446 0.397643 0.000000 0
0.665613 0.397593 0.000000 0
0.665780 0.397543 0.000000 0
0.665947 0.397492 0.000000 0
0.666114 0.397440 0.000000 0
0.666280 0.397388 0.000000 0
0.666447 0.397335 0.000000 0
0.666613 0.397282 0.000000 0
0.666779 0.397228 0.000000 0
0.666944 0.397173 0.000000 0
0.667110 0.397118 0.000000 0
0.667275 0.397062 0.000000 0
0.667440 0.397005 0.000000 0
0.667605 0.396947 0.000000 0
0.667769 0.396889 0.000000 0
0.667933 0.396830 0.000000 0
0.668097 0.396770 0.000000 0
0.668260 0.396709 0.000000 0
0.668424 0.396648 0.000000 0
0.668586 0.396586 0.000000 0
0.668749 0.396523 0.000000 0
0.668911 0.396459 0.000000 0
0.669073 0.396394 0.000000 0
0.669234 0.396328 0.000000 0
0.669395 0.396262 0.000000 0
0.669555 0.396194 0.000000 0
0.669715 0.396126 0.000000 0
0.669875 0.396056 0.000000 0
0.670035 0.395986 0.000000 0
0.670194 0.395915 0.000000 0
0.670352 0.395844 0.000000 0
0.670511 0.395771 0.000000 0
0.670669 0.395698 0.000000 0
0.670827 0.395624 0.000000 0
0.670984 0.395550 0.000000 0
0.671141 0.395475 0.000000 0
0.671298 0.395399 0.000000 0
0.671455 0.395322 0.000000 0
0.671612 0.395245 0.000000 0
0.671768 0.395168 0.000000 0
0.671924 0.395090 0.000000 0
0.672080 0.395011 0.000000 0
0.672236 0.394932 0.000000 0
0.672391 0.394853 0.000000 0
0.672547 0.394773 0.000000 0
0.672702 0.394693 0.000000 0
0.672857 0.394612 0.000000 0
0.673012 0.394531 0.000000 0
0.673167 0.394450 0.000000 0
0.673322 0.394368 0.000000 0
0.673476 0.394285 0.000000 0
0.673630 0.394202 0.000000 0
0.673784 0.394119 0.000000 0
0.673937 0.394034 0.000000 0
0.674090 0.393949 0.000000 0
0.674242 0.393863 0.000000 0
0.674393 0.393776 0.000000 0
0.674544 0.393687 0.000000 0
0.674694 0.393598 0.000000 0
0.674843 0.393508 0.000000 0
0.674991 0.393416 0.000000 0
0.675139 0.393323 0.000000 0
0.675285 0.393228 0.000000 0
0.675431 0.393133 0.000000 0
0.675575 0.393035 0.000000 0
0.675718 0.392936 0.000000 0
0.675860 0.392835 0.000000 0
0.676000 0.392733 0.000000 0
0.676139 0.392629 0.000000 0
0.676277 0.392522 0.000000 0
0.676414 0.392415 0.000000 0
0.676549 0.392305 0.000000 0
0.676684 0.392194 0.000000 0
0.676817 0.392082 0.000000 0
0.676950 0.391969 0.000000 0
0.677082 0.391855 0.000000 0
0.677213 0.391740 0.000000 0
0.677344 0.391625 0.000000 0
0.677475 0.391509 0.000000 0
0.677605 0.391393 0.000000 0
0.677736 0.391277 0.000000 0
0.677866 0.391161 0.000000 0
0.677997 0.391045 0.000000 0
0.678128 0.390930 0.000000 0
0.678259 0.390815 0.000000 0
0.678391 0.390701 0.000000 0
0.678523 0.390587 0.000000 0
0.678657 0.390475 0.000000 0
0.678791 0.390364 0.000000 0
0.678926 0.390254 0.000000 0
0.679047 0.390128 0.000000 0
0.679170 0.390003 0.000000 0
0.679294 0.389879 0.000000 0
0.679419 0.389756 0.000000 0
0.679545 0.389634 0.000000 0
0.679672 0.389512 0.000000 0
0.679799 0.389391 0.000000 0
0.679927 0.389270 0.000000 0
0.680055 0.389150 0.000000 0
0.680183 0.389029 0.000000 0
0.680311 0.388909 0.000000 0
0.680439 0.388788 0.000000 0
0.680566 0.388667 0.000000 0
0.680693 0.388546 0.000000 0
0.680819 0.388424 0.000000 0
0.680944 0.388301 0.000000 0
0.681068 0.388177 0.000000 0
0.681192 0.388052 0.000000 0
0.681313 0.387926 0.000000 0
0.681434 0.387799 0.000000 0
0.681552 0.387671 0.000000 0
0.681669 0.387540 0.000000 0
0.681784 0.387408 0.000000 0
0.681897 0.387275 0.000000 0
0.682009 0.387140 0.000000 0
0.682119 0.387004 0.000000 0
0.682227 0.386866 0.000000 0
0.682334 0.386727 0.000000 0
0.682439 0.386587 0.000000 0
0.682543 0.386446 0.000000 0
0.682646 0.386304 0.000000 0
0.682748 0.386160 0.000000 0
0.682848 0.386016 0.000000 0
0.682947 0.385871 0.000000 0
0.683045 0.385725 0.000000 0
0.683143 0.385578 0.000000 0
0.683239 0.385431 0.000000 0
0.683335 0.385283 0.000000 0
0.683429 0.385135 0.000000 0
0.683524 0.384986 0.000000 0
0.683617 0.384836 0.000000 0
0.683710 0.384687 0.000000 0
0.683803 0.384537 0.000000 0
0.683895 0.384387 0.000000 0
0.683986 0.384237 0.000000 0
0.684078 0.384086 0.000000 0
0.684169 0.383936 0.000000 0
0.684259 0.383785 0.000000 0
0.684349 0.383634 0.000000 0
0.684439 0.383482 0.000000 0
0.684527 0.383331 0.000000 0
0.684616 0.383179 0.000000 0
0.684703 0.383027 0.000000 0
0.684790 0.382875 0.000000 0
0.684876 0.382722 0.000000 0
0.684962 0.382569 0.000000 0
0.685047 0.382415 0.000000 0
0.685131 0.382261 0.000000 0
0.685214 0.382107 0.000000 0
0.685296 0.381952 0.000000 0
0.685378 0.381797 0.000000 0
0.685458 0.381642 0.000000 0
0.685538 0.381486 0.000000 0
0.685616 0.381329 0.000000 0
0.685694 0.381172 0.000000 0
0.685771 0.381015 0.000000 0
0.685846 0.380856 0.000000 0
0.685921 0.380698 0.000000 0
0.685994 0.380539 0.000000 0
0.686066 0.380379 0.000000 0
0.686138 0.380219 0.000000 0
0.686208 0.380058 0.000000 0
0.686277 0.379897 0.000000 0
0.686346 0.379736 0.000000 0
0.686413 0.379574 0.000000 0
0.686480 0.379411 0.000000 0
0.686546 0.379249 0.000000 0
0.686611 0.379085 0.000000 0
0.686675 0.378922 0.000000 0
0.686738 0.378758 0.000000 0
0.686800 0.378594 0.000000 0
0.686862 0.378429 0.000000 0
0.686923 0.378265 0.000000 0
0.686983 0.378100 0.000000 0
0.687042 0.377934 0.000000 0
0.687101 0.377769 0.000000 0
0.687159 0.377603 0.000000 0
0.687217 0.377437 0.000000 0
0.687273 0.377271 0.000000 0
0.687330 0.377104 0.000000 0
0.687385 0.376937 0.000000 0
0.687440 0.376771 0.000000 0
0.687494 0.376604 0.000000 0
0.687548 0.376437 0.000000 0
0.687601 0.376269 0.000000 0
0.687654 0.376102 0.000000 0
0.687705 0.375934 0.000000 0
0.687757 0.375766 0.000000 0
0.687807 0.375598 0.000000 0
0.687857 0.375430 0.000000 0
0.687907 0.375262 0.000000 0
0.687956 0.375093 0.000000 0
0.688004 0.374924 0.000000 0
0.688052 0.374756 0.000000 0
0.688099 0.374587 0.000000 0
0.688145 0.374417 0.000000 0
0.688191 0.374248 0.000000 0
0.688236 0.374079 0.000000 0
0.688281 0.373909 0.000000 0
0.688325 0.373739 0.000000 0
0.688368 0.373569 0.000000 0
0.688411 0.373399 0.000000 0
0.688453 0.373229 0.000000 0
0.688494 0.373058 0.000000 0
0.688535 0.372888 0.000000 0
0.688575 0.372717 0.000000 0
0.688615 0.372546 0.000000 0
0.688654 0.372375 0.000000 0
0.688693 0.372204 0.000000 0
0.688730 0.372033 0.000000 0
0.688768 0.371862 0.000000 0
0.688804 0.371690 0.000000 0
0.688841 0.371518 0.000000 0
0.688876 0.371347 0.000000 0
0.688911 0.371175 0.000000 0
0.688945 0.371003 0.000000 0
0.688979 0.370830 0.000000 0
0.689012 0.370658 0.000000 0
0.689045 0.370486 0.000000 0
0.689077 0.370313 0.000000 0
0.689109 0.370141 0.000000 0
0.689140 0.369968 0.000000 0
0.689170 0.369795 0.000000 0
0.689200 0.369622 0.000000 0
0.689230 0.369449 0.000000 0
0.689259 0.369276 0.000000 0
0.689287 0.369103 0.000000 0
0.689315 0.368929 0.000000 0
0.689342 0.368756 0.000000 0
0.689369 0.368583 0.000000 0
0.689395 0.368409 0.000000 0
0.689421 0.368235 0.000000 0
0.689447 0.368062 0.000000 0
0.689471 0.367888 0.000000 0
0.689496 0.367714 0.000000 0
0.689519 0.367540 0.000000 0
0.689543 0.367366 0.000000 0
0.689565 0.367192 0.000000 0
0.689587 0.367018 0.000000 0
0.689609 0.366844 0.000000 0
0.689630 0.366669 0.000000 0
0.689650 0.366495 0.000000 0
0.689670 0.366321 0.000000 0
0.689689 0.366146 0.000000 0
0.689708 0.365971 0.000000 0
0.689725 0.365797 0.000000 0
0.689743 0.365622 0.000000 0
0.689759 0.365448 0.000000 0
0.689775 0.365273 0.000000 0
0.689790 0.365098 0.000000 0
0.689805 0.364923 0.000000 0
0.689819 0.364748 0.000000 0
0.689832 0.364573 0.000000 0
0.689844 0.364398 0.000000 0
0.689856 0.364223 0.000000 0
0.689867 0.364048 0.000000 0
0.689877 0.363873 0.000000 0
0.689887 0.363698 0.000000 0
0.689896 0.363523 0.000000 0
0.689904 0.363348 0.000000 0
0.689911 0.363173 0.000000 0
0.689917 0.362997 0.000000 0
0.689923 0.362822 0.000000 0
0.689928 0.362647 0.000000 0
0.689933 0.362471 0.000000 0
0.689937 0.362296 0.000000 0
0.689941 0.362121 0.000000 0
0.689944 0.361945 0.000000 0
0.689947 0.361770 0.000000 0
0.689950 0.361594 0.000000 0
0.689952 0.361419 0.000000 0
0.689954 0.361244 0.000000 0
0.689956 0.361068 0.000000 0
0.689958 0.360893 0.000000 0
0.689959 0.360717 0.000000 0
0.689961 0.360542 0.000000 0
0.689963 0.360366 0.000000 0
0.689964 0.360191 0.000000 0
0.689966 0.360015 0.000000 0
0.689968 0.359840 0.000000 0
0.689970 0.359665 0.000000 0
0.689972 0.359489 0.000000 0
0.689975 0.359314 0.000000 0
0.689978 0.359138 0.000000 0
0.689982 0.358963 0.000000 0
0.689985 0.358788 0.000000 0
0.689990 0.358612 0.000000 0
0.689995 0.358437 0.000000 0
0.690000 0.358262 0.000000 0
0.689993 0.358043 0.000000 0
0.689987 0.357824 0.000000 0
0.689981 0.357604 0.000000 0
0.689977 0.357385 0.000000 0
0.689973 0.357166 0.000000 0
0.689970 0.356947 0.000000 0
0.689967 0.356727 0.000000 0
0.689964 0.356508 0.000000 0
0.689962 0.356289 0.000000 0
0.689960 0.356070 0.000000 0
0.689959 0.355850 0.000000 0
0.689957 0.355631 0.000000 0
0.689955 0.355412 0.000000 0
0.689953 0.355192 0.000000 0
0.689951 0.354973 0.000000 0
0.689949 0.354754 0.000000 0
0.689946 0.354534 0.000000 0
0.689942 0.354315 0.000000 0
0.689938 0.354096 0.000000 0
0.689933 0.353877 0.000000 0
0.689928 0.353658 0.000000 0
0.689921 0.353439 0.000000 0
0.689914 0.353220 0.000000 0
0.689905 0.353001 0.000000 0
0.689896 0.352782 0.000000 0
0.689885 0.352563 0.000000 0
0.689872 0.352344 0.000000 0
0.689859 0.352125 0.000000 0
0.689844 0.351907 0.000000 0
0.689828 0.351688 0.000000 0
0.689811 0.351470 0.000000 0
0.689793 0.351251 0.000000 0
0.689773 0.351033 0.000000 0
0.689753 0.350814 0.000000 0
0.689731 0.350596 0.000000 0
