X Y Z CUT_FLAG
0.320935 0.297063 0.000000 1
0.320523 0.296614 0.000000 1
0.320114 0.296235 0.000000 1
0.319752 0.295964 0.000000 1
0.319317 0.295710 0.000000 1
0.318858 0.295493 0.000000 1
0.318291 0.295262 0.000000 1
0.317906 0.295139 0.000000 1
0.317512 0.295058 0.000000 1
0.317211 0.295032 0.000000 1
0.316250 0.295000 0.000000 1
0.315187 0.295040 0.000000 1
0.314738 0.295102 0.000000 1
0.314298 0.295222 0.000000 1
0.313776 0.295427 0.000000 1
0.313275 0.295673 0.000000 1
0.312799 0.295961 0.000000 1
0.312391 0.296259 0.000000 1
0.311971 0.296626 0.000000 1
0.311582 0.297026 0.000000 1
0.311227 0.297457 0.000000 1
0.310943 0.297874 0.000000 1
0.310675 0.298362 0.000000 1
0.310428 0.298918 0.000000 1
0.310220 0.299492 0.000000 1
0.310116 0.299884 0.000000 1
0.310059 0.300232 0.000000 1
0.310000 0.301445 0.000000 1
NaN NaN NaN NaN
0.444922 0.343867 0.000000 1
0.461875 0.373672 0.000000 1
0.467344 0.348457 0.000000 1
0.460326 0.347183 0.000000 1
0.455478 0.346204 0.000000 1
0.452204 0.345563 0.000000 1
0.447266 0.344453 0.000000 1
0.444922 0.343867 0.000000 1
NaN NaN NaN NaN
0.444922 0.343867 0.000000 1
0.447266 0.344453 0.000000 1
0.452204 0.345563 0.000000 1
0.455478 0.346204 0.000000 1
0.460326 0.347183 0.000000 1
0.467344 0.348457 0.000000 1
0.461875 0.373672 0.000000 1
0.444922 0.343867 0.000000 1
NaN NaN NaN NaN
0.412500 0.305469 0.000000 1
0.412533 0.305994 0.000000 1
0.412576 0.306254 0.000000 1
0.413122 0.308290 0.000000 1
0.413492 0.309276 0.000000 1
0.413908 0.310525 0.000000 1
0.414455 0.311867 0.000000 1
0.415069 0.313465 0.000000 1
0.416482 0.316870 0.000000 1
0.418953 0.322545 0.000000 1
0.422246 0.329727 0.000000 1
0.421847 0.330399 0.000000 1
0.421698 0.330678 0.000000 1
0.421534 0.331068 0.000000 1
0.421399 0.331492 0.000000 1
0.421281 0.331987 0.000000 1
0.421203 0.332467 0.000000 1
0.421171 0.332845 0.000000 1
0.421133 0.333711 0.000000 1
0.421184 0.334951 0.000000 1
0.421232 0.335310 0.000000 1
0.421310 0.335665 0.000000 1
0.421433 0.336062 0.000000 1
0.421590 0.336444 0.000000 1
0.421800 0.336859 0.000000 1
0.422114 0.337397 0.000000 1
0.422311 0.337703 0.000000 1
0.422524 0.337995 0.000000 1
0.422726 0.338230 0.000000 1
0.422946 0.338447 0.000000 1
0.423222 0.338682 0.000000 1
0.423594 0.338966 0.000000 1
0.424017 0.339266 0.000000 1
0.424409 0.339517 0.000000 1
0.425001 0.339832 0.000000 1
0.425624 0.340087 0.000000 1
0.426216 0.340279 0.000000 1
0.427461 0.340625 0.000000 1
0.429914 0.345234 0.000000 1
0.432070 0.349156 0.000000 1
0.433722 0.352078 0.000000 1
0.437727 0.359025 0.000000 1
0.439232 0.361602 0.000000 1
0.440666 0.364003 0.000000 1
0.446016 0.372754 0.000000 1
0.447975 0.375858 0.000000 1
0.449630 0.378400 0.000000 1
0.451180 0.380819 0.000000 1
0.452062 0.382149 0.000000 1
0.456066 0.387920 0.000000 1
0.457100 0.389338 0.000000 1
0.458074 0.390603 0.000000 1
0.459657 0.392607 0.000000 1
0.460465 0.393596 0.000000 1
0.460995 0.394192 0.000000 1
0.462307 0.395588 0.000000 1
0.462647 0.395926 0.000000 1
0.463133 0.396342 0.000000 1
0.463642 0.396724 0.000000 1
0.464434 0.397275 0.000000 1
0.464721 0.397411 0.000000 1
0.464874 0.397447 0.000000 1
0.465352 0.397500 0.000000 1
0.466291 0.397462 0.000000 1
0.466620 0.397430 0.000000 1
0.467106 0.397324 0.000000 1
0.467578 0.397160 0.000000 1
0.468135 0.396909 0.000000 1
0.468618 0.396641 0.000000 1
0.468987 0.396397 0.000000 1
0.469296 0.396162 0.000000 1
0.469587 0.395906 0.000000 1
0.469858 0.395630 0.000000 1
0.470108 0.395335 0.000000 1
0.470374 0.394981 0.000000 1
0.470749 0.394432 0.000000 1
0.471045 0.393965 0.000000 1
0.471443 0.393239 0.000000 1
0.471774 0.392478 0.000000 1
0.472026 0.391746 0.000000 1
0.472441 0.390313 0.000000 1
0.476680 0.368203 0.000000 1
0.486719 0.322441 0.000000 1
0.491258 0.309713 0.000000 1
0.491500 0.308947 0.000000 1
0.491892 0.307544 0.000000 1
0.492229 0.306439 0.000000 1
0.492342 0.305994 0.000000 1
0.492425 0.305466 0.000000 1
0.492500 0.304355 0.000000 1
0.492453 0.303321 0.000000 1
0.492416 0.302943 0.000000 1
0.492312 0.302466 0.000000 1
0.492137 0.301948 0.000000 1
0.491869 0.301347 0.000000 1
0.491580 0.300822 0.000000 1
0.491308 0.300416 0.000000 1
0.490967 0.299993 0.000000 1
0.490554 0.299557 0.000000 1
0.490112 0.299150 0.000000 1
0.489688 0.298808 0.000000 1
0.489286 0.298530 0.000000 1
0.488816 0.298257 0.000000 1
0.488326 0.298016 0.000000 1
0.487872 0.297822 0.000000 1
0.487511 0.297693 0.000000 1
0.487196 0.297608 0.000000 1
0.486876 0.297553 0.000000 1
0.486551 0.297529 0.000000 1
0.485625 0.297500 0.000000 1
0.485316 0.297537 0.000000 1
0.484479 0.297586 0.000000 1
0.484172 0.297627 0.000000 1
0.483874 0.297703 0.000000 1
0.483588 0.297818 0.000000 1
0.483311 0.297962 0.000000 1
0.483044 0.298131 0.000000 1
0.482698 0.298380 0.000000 1
0.482200 0.298775 0.000000 1
0.481802 0.299113 0.000000 1
0.481207 0.299687 0.000000 1
0.480733 0.300233 0.000000 1
0.480180 0.300990 0.000000 1
0.479555 0.301955 0.000000 1
0.479122 0.302667 0.000000 1
0.478761 0.303299 0.000000 1
0.478419 0.303940 0.000000 1
0.478144 0.304499 0.000000 1
0.477514 0.305927 0.000000 1
0.476745 0.307862 0.000000 1
0.476244 0.309229 0.000000 1
0.475854 0.310414 0.000000 1
0.474384 0.315482 0.000000 1
0.474044 0.316743 0.000000 1
0.473729 0.318010 0.000000 1
0.472943 0.321403 0.000000 1
0.472569 0.323103 0.000000 1
0.472156 0.325129 0.000000 1
0.471550 0.328226 0.000000 1
0.470273 0.334961 0.000000 1
0.467277 0.334496 0.000000 1
0.465825 0.334247 0.000000 1
0.464039 0.333897 0.000000 1
0.460816 0.333222 0.000000 1
0.458276 0.332670 0.000000 1
0.453379 0.331543 0.000000 1
0.436562 0.327793 0.000000 1
0.435338 0.324800 0.000000 1
0.433992 0.321706 0.000000 1
0.433239 0.320041 0.000000 1
0.431805 0.316986 0.000000 1
0.430570 0.314304 0.000000 1
0.429784 0.312655 0.000000 1
0.426881 0.306718 0.000000 1
0.424746 0.302441 0.000000 1
0.424532 0.302112 0.000000 1
0.423925 0.301092 0.000000 1
0.423695 0.300775 0.000000 1
0.423461 0.300508 0.000000 1
0.423097 0.300164 0.000000 1
0.422671 0.299827 0.000000 1
0.422128 0.299456 0.000000 1
0.421655 0.299183 0.000000 1
0.421362 0.299047 0.000000 1
0.421060 0.298938 0.000000 1
0.420785 0.298870 0.000000 1
0.420504 0.298830 0.000000 1
0.419496 0.298784 0.000000 1
0.419141 0.298750 0.000000 1
0.417976 0.298799 0.000000 1
0.417717 0.298841 0.000000 1
0.417461 0.298906 0.000000 1
0.416863 0.299129 0.000000 1
0.415998 0.299540 0.000000 1
0.415676 0.299721 0.000000 1
0.415364 0.299920 0.000000 1
0.415064 0.300138 0.000000 1
0.414737 0.300409 0.000000 1
0.414430 0.300702 0.000000 1
0.414142 0.301013 0.000000 1
0.413841 0.301382 0.000000 1
0.413559 0.301768 0.000000 1
0.413297 0.302167 0.000000 1
0.413088 0.302536 0.000000 1
0.412929 0.302871 0.000000 1
0.412813 0.303168 0.000000 1
0.412716 0.303472 0.000000 1
0.412641 0.303782 0.000000 1
0.412566 0.304306 0.000000 1
0.412500 0.305469 0.000000 1
NaN NaN NaN NaN
0.525000 0.345137 0.000000 1
0.526352 0.345120 0.000000 1
0.528210 0.345037 0.000000 1
0.530605 0.345000 0.000000 1
0.534003 0.345041 0.000000 1
0.535764 0.345097 0.000000 1
0.538025 0.345230 0.000000 1
0.540282 0.345428 0.000000 1
0.542155 0.345660 0.000000 1
0.544143 0.345981 0.000000 1
0.546245 0.346381 0.000000 1
0.547106 0.346568 0.000000 1
0.547961 0.346775 0.000000 1
0.548933 0.347039 0.000000 1
0.549898 0.347324 0.000000 1
0.550980 0.347667 0.000000 1
0.551812 0.347958 0.000000 1
0.552397 0.348190 0.000000 1
0.552970 0.348448 0.000000 1
0.554980 0.349492 0.000000 1
0.556421 0.350361 0.000000 1
0.557067 0.350788 0.000000 1
0.557723 0.351278 0.000000 1
0.558802 0.352142 0.000000 1
0.559433 0.352665 0.000000 1
0.559947 0.353124 0.000000 1
0.560437 0.353609 0.000000 1
0.561621 0.354863 0.000000 1
0.562780 0.356148 0.000000 1
0.563105 0.356544 0.000000 1
0.563421 0.356991 0.000000 1
0.563713 0.357457 0.000000 1
0.564297 0.358450 0.000000 1
0.564514 0.358840 0.000000 1
0.564659 0.359139 0.000000 1
0.564766 0.359411 0.000000 1
0.564846 0.359690 0.000000 1
0.564909 0.360087 0.000000 1
0.564962 0.360824 0.000000 1
0.565000 0.361152 0.000000 1
0.564948 0.362930 0.000000 1
0.564912 0.363451 0.000000 1
0.564844 0.363969 0.000000 1
0.564745 0.364483 0.000000 1
0.564620 0.364992 0.000000 1
0.564379 0.365797 0.000000 1
0.564101 0.366587 0.000000 1
0.563754 0.367461 0.000000 1
0.563333 0.368419 0.000000 1
0.562968 0.369173 0.000000 1
0.562621 0.369818 0.000000 1
0.562243 0.370445 0.000000 1
0.561776 0.371139 0.000000 1
0.561025 0.372146 0.000000 1
0.560172 0.373206 0.000000 1
0.559416 0.374073 0.000000 1
0.558624 0.374908 0.000000 1
0.557872 0.375635 0.000000 1
0.557089 0.376330 0.000000 1
0.554648 0.378301 0.000000 1
0.552164 0.380131 0.000000 1
0.551250 0.380746 0.000000 1
0.550314 0.381329 0.000000 1
0.549263 0.381934 0.000000 1
0.547998 0.382606 0.000000 1
0.546616 0.383294 0.000000 1
0.545317 0.383897 0.000000 1
0.544405 0.384287 0.000000 1
0.543482 0.384651 0.000000 1
0.542652 0.384951 0.000000 1
0.541710 0.385260 0.000000 1
0.540548 0.385604 0.000000 1
0.539270 0.385949 0.000000 1
0.538304 0.386180 0.000000 1
0.537548 0.386330 0.000000 1
0.536677 0.386461 0.000000 1
0.534707 0.386699 0.000000 1
0.525000 0.387500 0.000000 1
0.526143 0.375194 0.000000 1
0.526192 0.374147 0.000000 1
0.526250 0.371484 0.000000 1
0.526253 0.369429 0.000000 1
0.526228 0.367838 0.000000 1
0.526125 0.365387 0.000000 1
0.525998 0.361808 0.000000 1
0.525000 0.345137 0.000000 1
NaN NaN NaN NaN
0.525000 0.345137 0.000000 1
0.525998 0.361808 0.000000 1
0.526125 0.365387 0.000000 1
0.526228 0.367838 0.000000 1
0.526253 0.369429 0.000000 1
0.526250 0.371484 0.000000 1
0.526192 0.374147 0.000000 1
0.526143 0.375194 0.000000 1
0.525000 0.387500 0.000000 1
0.534707 0.386699 0.000000 1
0.536677 0.386461 0.000000 1
0.537548 0.386330 0.000000 1
0.538304 0.386180 0.000000 1
0.539270 0.385949 0.000000 1
0.540548 0.385604 0.000000 1
0.541710 0.385260 0.000000 1
0.542652 0.384951 0.000000 1
0.543482 0.384651 0.000000 1
0.544405 0.384287 0.000000 1
0.545317 0.383897 0.000000 1
0.546616 0.383294 0.000000 1
0.547998 0.382606 0.000000 1
0.549263 0.381934 0.000000 1
0.550314 0.381329 0.000000 1
0.551250 0.380746 0.000000 1
0.552164 0.380131 0.000000 1
0.554648 0.378301 0.000000 1
0.557089 0.376330 0.000000 1
0.557872 0.375635 0.000000 1
0.558624 0.374908 0.000000 1
0.559416 0.374073 0.000000 1
0.560172 0.373206 0.000000 1
0.561025 0.372146 0.000000 1
0.561776 0.371139 0.000000 1
0.562243 0.370445 0.000000 1
0.562621 0.369818 0.000000 1
0.562968 0.369173 0.000000 1
0.563333 0.368419 0.000000 1
0.563754 0.367461 0.000000 1
0.564101 0.366587 0.000000 1
0.564379 0.365797 0.000000 1
0.564620 0.364992 0.000000 1
0.564745 0.364483 0.000000 1
0.564844 0.363969 0.000000 1
0.564912 0.363451 0.000000 1
0.564948 0.362930 0.000000 1
0.565000 0.361152 0.000000 1
0.564962 0.360824 0.000000 1
0.564909 0.360087 0.000000 1
0.564846 0.359690 0.000000 1
0.564766 0.359411 0.000000 1
0.564659 0.359139 0.000000 1
0.564514 0.358840 0.000000 1
0.564297 0.358450 0.000000 1
0.563713 0.357457 0.000000 1
0.563421 0.356991 0.000000 1
0.563105 0.356544 0.000000 1
0.562780 0.356148 0.000000 1
0.561621 0.354863 0.000000 1
0.560437 0.353609 0.000000 1
0.559947 0.353124 0.000000 1
0.559433 0.352665 0.000000 1
0.558802 0.352142 0.000000 1
0.557723 0.351278 0.000000 1
0.557067 0.350788 0.000000 1
0.556421 0.350361 0.000000 1
0.554980 0.349492 0.000000 1
0.552970 0.348448 0.000000 1
0.552397 0.348190 0.000000 1
0.551812 0.347958 0.000000 1
0.550980 0.347667 0.000000 1
0.549898 0.347324 0.000000 1
0.548933 0.347039 0.000000 1
0.547961 0.346775 0.000000 1
0.547106 0.346568 0.000000 1
0.546245 0.346381 0.000000 1
0.544143 0.345981 0.000000 1
0.542155 0.345660 0.000000 1
0.540282 0.345428 0.000000 1
0.538025 0.345230 0.000000 1
0.535764 0.345097 0.000000 1
0.534003 0.345041 0.000000 1
0.530605 0.345000 0.000000 1
0.528210 0.345037 0.000000 1
0.526352 0.345120 0.000000 1
0.525000 0.345137 0.000000 1
NaN NaN NaN NaN
0.510000 0.335410 0.000000 1
0.510016 0.337230 0.000000 1
0.510067 0.338685 0.000000 1
0.510196 0.341229 0.000000 1
0.510379 0.343953 0.000000 1
0.510564 0.346311 0.000000 1
0.510805 0.349030 0.000000 1
0.511570 0.356635 0.000000 1
0.511944 0.360804 0.000000 1
0.512116 0.362981 0.000000 1
0.512268 0.365159 0.000000 1
0.512362 0.366795 0.000000 1
0.512455 0.368794 0.000000 1
0.512487 0.369886 0.000000 1
0.512500 0.371523 0.000000 1
0.512477 0.373333 0.000000 1
0.512438 0.374338 0.000000 1
0.512145 0.378550 0.000000 1
0.511655 0.383856 0.000000 1
0.511464 0.386362 0.000000 1
0.511293 0.389072 0.000000 1
0.511250 0.391484 0.000000 1
0.511318 0.393157 0.000000 1
0.511375 0.393614 0.000000 1
0.511472 0.394103 0.000000 1
0.511678 0.394861 0.000000 1
0.511962 0.395711 0.000000 1
0.512213 0.396300 0.000000 1
0.512488 0.396797 0.000000 1
0.513379 0.398086 0.000000 1
0.513669 0.398427 0.000000 1
0.514268 0.399207 0.000000 1
0.514647 0.399630 0.000000 1
0.514857 0.399820 0.000000 1
0.515081 0.399993 0.000000 1
0.515456 0.400239 0.000000 1
0.515927 0.400495 0.000000 1
0.516530 0.400774 0.000000 1
0.517068 0.400988 0.000000 1
0.517497 0.401128 0.000000 1
0.517932 0.401231 0.000000 1
0.518292 0.401282 0.000000 1
0.518697 0.401302 0.000000 1
0.519923 0.401250 0.000000 1
0.520371 0.401250 0.000000 1
0.536406 0.400000 0.000000 1
0.537368 0.399857 0.000000 1
0.539377 0.399590 0.000000 1
0.540498 0.399417 0.000000 1
0.541451 0.399235 0.000000 1
0.542557 0.398983 0.000000 1
0.543734 0.398680 0.000000 1
0.545455 0.398199 0.000000 1
0.546621 0.397845 0.000000 1
0.547692 0.397473 0.000000 1
0.548591 0.397108 0.000000 1
0.549399 0.396732 0.000000 1
0.551066 0.395896 0.000000 1
0.551797 0.395547 0.000000 1
0.554264 0.394227 0.000000 1
0.555283 0.393661 0.000000 1
0.556486 0.392946 0.000000 1
0.557867 0.392076 0.000000 1
0.559623 0.390926 0.000000 1
0.560970 0.390004 0.000000 1
0.562293 0.389049 0.000000 1
0.563593 0.388061 0.000000 1
0.564869 0.387043 0.000000 1
0.566116 0.385990 0.000000 1
0.567157 0.385055 0.000000 1
0.568168 0.384087 0.000000 1
0.569144 0.383085 0.000000 1
0.570245 0.381880 0.000000 1
0.571312 0.380644 0.000000 1
0.572188 0.379554 0.000000 1
0.573022 0.378430 0.000000 1
0.573811 0.377274 0.000000 1
0.574433 0.376287 0.000000 1
0.575014 0.375276 0.000000 1
0.575550 0.374241 0.000000 1
0.576246 0.372764 0.000000 1
0.576712 0.371695 0.000000 1
0.577132 0.370607 0.000000 1
0.577422 0.369721 0.000000 1
0.577736 0.368597 0.000000 1
0.578107 0.367008 0.000000 1
0.578466 0.365176 0.000000 1
0.578639 0.364022 0.000000 1
0.578715 0.363094 0.000000 1
0.578750 0.360762 0.000000 1
0.578708 0.358777 0.000000 1
0.578643 0.357945 0.000000 1
0.578492 0.357018 0.000000 1
0.578259 0.355996 0.000000 1
0.577905 0.354682 0.000000 1
0.577580 0.353691 0.000000 1
0.577187 0.352725 0.000000 1
0.576644 0.351593 0.000000 1
0.575957 0.350299 0.000000 1
0.575315 0.349223 0.000000 1
0.574784 0.348449 0.000000 1
0.574084 0.347538 0.000000 1
0.573083 0.346328 0.000000 1
0.572318 0.345469 0.000000 1
0.571732 0.344876 0.000000 1
0.571035 0.344246 0.000000 1
0.569531 0.342949 0.000000 1
0.567561 0.341367 0.000000 1
0.566621 0.340690 0.000000 1
0.565218 0.339755 0.000000 1
0.564063 0.339021 0.000000 1
0.563065 0.338434 0.000000 1
0.561860 0.337784 0.000000 1
0.560169 0.336926 0.000000 1
0.559027 0.336386 0.000000 1
0.557963 0.335929 0.000000 1
0.555416 0.334921 0.000000 1
0.554133 0.334443 0.000000 1
0.553133 0.334114 0.000000 1
0.551016 0.333477 0.000000 1
0.555834 0.330839 0.000000 1
0.557196 0.330059 0.000000 1
0.558715 0.329158 0.000000 1
0.560385 0.328128 0.000000 1
0.562203 0.326965 0.000000 1
