X Y Z V C
746.211609 297.728747 150.000000 1.241699 1
746.407296 297.770059 150.000000 1.250887 1
746.602983 297.811371 150.000000 1.260107 1
746.798669 297.852683 150.000000 1.269358 1
746.994356 297.893996 150.000000 1.278641 1
747.190043 297.935308 150.000000 1.287955 1
747.385447 297.977916 150.000000 1.297301 1
747.580541 298.021941 150.000000 1.306678 1
747.775635 298.065966 150.000000 1.316087 1
747.970730 298.109991 150.000000 1.325527 1
748.165824 298.154016 150.000000 1.334999 1
748.360918 298.198041 150.000000 1.344501 1
748.556013 298.242066 150.000000 1.354035 1
748.751107 298.286090 150.000000 1.363600 1
748.946202 298.330115 150.000000 1.373197 1
749.141296 298.374140 150.000000 1.382824 1
749.336260 298.418715 150.000000 1.392483 1
749.530388 298.466822 150.000000 1.402173 1
749.724516 298.514929 150.000000 1.411894 1
749.918644 298.563036 150.000000 1.421645 1
750.112772 298.611143 150.000000 1.431428 1
750.306901 298.659250 150.000000 1.441242 1
750.501029 298.707357 150.000000 1.451087 1
750.695157 298.755464 150.000000 1.460962 1
750.889285 298.803571 150.000000 1.470869 1
751.083413 298.851678 150.000000 1.480806 1
751.277541 298.899785 150.000000 1.490774 1
751.471550 298.948358 150.000000 1.500773 1
751.665033 298.999000 150.000000 1.510802 1
751.858515 299.049642 150.000000 1.520862 1
752.051997 299.100284 150.000000 1.530953 1
752.245479 299.150926 150.000000 1.541074 1
752.438962 299.201568 150.000000 1.551226 1
752.632444 299.252210 150.000000 1.561408 1
752.825926 299.302852 150.000000 1.571621 1
753.019409 299.353494 150.000000 1.581865 1
753.212891 299.404136 150.000000 1.592138 1
753.406373 299.454778 150.000000 1.602442 1
753.599855 299.505420 150.000000 1.612777 1
753.793338 299.556062 150.000000 1.623142 1
753.986820 299.606704 150.000000 1.633536 1
754.180302 299.657346 150.000000 1.643962 1
754.372988 299.710878 150.000000 1.654417 1
754.565090 299.766527 150.000000 1.664903 1
754.757192 299.822176 150.000000 1.675418 1
754.949294 299.877825 150.000000 1.685964 1
755.140927 299.935020 150.000000 1.696540 1
755.331561 299.995506 150.000000 1.707145 1
755.522196 300.055992 150.000000 1.717781 1
755.712830 300.116477 150.000000 1.728447 1
755.903464 300.176963 150.000000 1.739142 1
756.093634 300.238872 150.000000 1.749867 1
756.283246 300.302490 150.000000 1.760622 1
756.472858 300.366108 150.000000 1.771407 1
756.662470 300.429726 150.000000 1.782222 1
756.852082 300.493345 150.000000 1.793066 1
757.041695 300.556963 150.000000 1.803940 1
757.231307 300.620581 150.000000 1.814844 1
757.420919 300.684199 150.000000 1.825777 1
757.610531 300.747817 150.000000 1.836739 1
757.800143 300.811435 150.000000 1.847731 1
757.989755 300.875053 150.000000 1.858753 1
758.179367 300.938671 150.000000 1.869804 1
758.368979 301.002289 150.000000 1.880884 1
758.558591 301.065907 150.000000 1.891994 1
758.748203 301.129525 150.000000 1.903133 1
758.936567 301.196731 150.000000 1.914301 1
759.124700 301.264598 150.000000 1.925498 1
759.312833 301.332465 150.000000 1.936725 1
759.500966 301.400333 150.000000 1.947980 1
759.689099 301.468200 150.000000 1.959265 1
759.874005 301.544410 150.000000 1.970579 1
760.058838 301.620807 150.000000 1.981922 1
760.243672 301.697204 150.000000 1.993294 1
760.427657 301.775564 150.000000 2.004694 1
760.609921 301.857903 150.000000 2.016124 1
760.792186 301.940242 150.000000 2.027582 1
760.974450 302.022582 150.000000 2.039069 1
761.156714 302.104921 150.000000 2.050585 1
761.338978 302.187260 150.000000 2.062130 1
761.521242 302.269600 150.000000 2.073703 1
761.703506 302.351939 150.000000 2.085305 1
761.885771 302.434278 150.000000 2.096936 1
762.067741 302.517253 150.000000 2.108595 1
762.248551 302.602739 150.000000 2.120283 1
762.429361 302.688225 150.000000 2.131999 1
762.610170 302.773711 150.000000 2.143743 1
762.790980 302.859197 150.000000 2.155516 1
762.967964 302.952010 150.000000 2.167317 1
763.141453 303.051517 150.000000 2.179147 1
763.314942 303.151023 150.000000 2.191004 1
763.477759 303.267165 150.000000 2.202890 1
763.640534 303.383373 150.000000 2.214804 1
763.803309 303.499582 150.000000 2.226747 1
763.966083 303.615791 150.000000 2.238717 1
764.127737 303.733437 150.000000 2.250715 1
764.280187 303.862894 150.000000 2.262742 1
764.432636 303.992352 150.000000 2.274796 1
764.581269 304.125690 150.000000 2.286878 1
764.713262 304.275949 150.000000 2.298988 1
764.845256 304.426208 150.000000 2.311126 1
764.966874 304.584701 150.000000 2.323292 1
765.083239 304.747364 150.000000 2.335485 1
765.199605 304.910026 150.000000 2.347706 1
765.315971 305.072688 150.000000 2.359955 1
765.428228 305.238080 150.000000 2.372231 1
765.533110 305.408374 150.000000 2.384535 1
765.637992 305.578667 150.000000 2.396866 1
765.727914 305.756850 150.000000 2.409225 1
765.809214 305.939580 150.000000 2.421611 1
765.884270 306.124686 150.000000 2.434025 1
765.944986 306.315247 150.000000 2.446466 1
766.005701 306.505808 150.000000 2.458934 1
766.066417 306.696370 150.000000 2.471429 1
766.121555 306.888480 150.000000 2.483952 1
766.167829 307.083054 150.000000 2.496502 1
766.201988 307.280032 150.000000 2.509079 1
766.225407 307.478460 150.000000 2.521683 1
766.238289 307.678018 150.000000 2.534314 1
766.241540 307.877992 150.000000 2.546972 1
766.244790 308.077965 150.000000 2.559656 1
766.248041 308.277939 150.000000 2.572368 1
766.247927 308.477896 150.000000 2.585107 1
766.242712 308.677828 150.000000 2.597872 1
766.237496 308.877760 150.000000 2.610664 1
766.232281 309.077692 150.000000 2.623483 1
766.227065 309.277624 150.000000 2.636328 1
766.212308 309.476934 150.000000 2.649200 1
766.191534 309.675852 150.000000 2.662099 1
766.154503 309.872043 150.000000 2.675024 1
766.109228 310.066851 150.000000 2.687975 1
766.054201 310.258946 150.000000 2.700953 1
765.992357 310.449144 150.000000 2.713958 1
765.925252 310.637499 150.000000 2.726988 1
765.854902 310.824718 150.000000 2.740045 1
765.784553 311.011937 150.000000 2.753128 1
765.703602 311.194782 150.000000 2.766237 1
765.621454 311.377132 150.000000 2.779373 1
765.539306 311.559483 150.000000 2.792534 1
765.446198 311.735986 150.000000 2.805722 1
765.340467 311.905753 150.000000 2.818935 1
765.234316 312.075231 150.000000 2.832175 1
765.113229 312.234410 150.000000 2.845440 1
764.992142 312.393589 150.000000 2.858731 1
764.871056 312.552768 150.000000 2.872048 1
764.749969 312.711947 150.000000 2.885391 1
764.628878 312.871123 150.000000 2.898760 1
764.491743 313.016704 150.000000 2.912154 1
764.354607 313.162285 150.000000 2.925573 1
764.217471 313.307866 150.000000 2.939019 1
764.080336 313.453447 150.000000 2.952489 1
763.943200 313.599028 150.000000 2.965985 1
763.797774 313.736158 150.000000 2.979507 1
763.649596 313.870484 150.000000 2.993054 1
763.488080 313.987757 150.000000 3.006626 1
763.322025 314.099228 150.000000 3.020224 1
763.155112 314.209231 150.000000 3.033847 1
762.976556 314.299331 150.000000 3.047494 1
762.798001 314.389431 150.000000 3.061167 1
762.619446 314.479532 150.000000 3.074865 1
762.434559 314.555719 150.000000 3.088589 1
762.249341 314.631179 150.000000 3.102337 1
762.064122 314.706638 150.000000 3.116110 1
761.876483 314.775350 150.000000 3.129907 1
761.685531 314.834825 150.000000 3.143730 1
761.491037 314.881314 150.000000 3.157577 1
761.294075 314.914489 150.000000 3.171450 1
761.095648 314.939525 150.000000 3.185346 1
760.896580 314.957053 150.000000 3.199268 1
760.696782 314.966037 150.000000 3.213214 1
760.496984 314.975020 150.000000 3.227184 1
760.297186 314.984003 150.000000 3.241179 1
760.097387 314.992987 150.000000 3.255199 1
759.897580 314.998243 150.000000 3.269242 1
759.697741 314.990231 150.000000 3.283310 1
759.497901 314.982220 150.000000 3.297403 1
759.298062 314.974208 150.000000 3.311519 1
759.098222 314.966197 150.000000 3.325660 1
758.900448 314.938338 150.000000 3.339825 1
758.703242 314.905027 150.000000 3.354013 1
758.507615 314.864229 150.000000 3.368226 1
758.313754 314.815055 150.000000 3.382463 1
758.119894 314.765881 150.000000 3.396724 1
757.926033 314.716706 150.000000 3.411008 1
757.732173 314.667532 150.000000 3.425317 1
757.539193 314.615073 150.000000 3.439649 1
757.346739 314.560653 150.000000 3.454005 1
757.154286 314.506233 150.000000 3.468384 1
756.961832 314.451813 150.000000 3.482787 1
756.769378 314.397392 150.000000 3.497214 1
756.576924 314.342972 150.000000 3.511664 1
756.384471 314.288552 150.000000 3.526137 1
756.192017 314.234132 150.000000 3.540634 1
755.999563 314.179712 150.000000 3.555154 1
755.807109 314.125291 150.000000 3.569698 1
755.614656 314.070871 150.000000 3.584264 1
755.422202 314.016451 150.000000 3.598854 1
755.229748 313.962031 150.000000 3.613467 1
755.037294 313.907611 150.000000 3.628103 1
754.844841 313.853190 150.000000 3.642763 1
754.652387 313.798770 150.000000 3.657445 1
754.459933 313.744350 150.000000 3.672150 1
754.267479 313.689930 150.000000 3.686877 1
754.075026 313.635510 150.000000 3.701628 1
753.882572 313.581089 150.000000 3.716401 1
753.690118 313.526669 150.000000 3.731197 1
753.497665 313.472249 150.000000 3.746016 1
753.305211 313.417829 150.000000 3.760857 1
753.112757 313.363409 150.000000 3.775721 1
752.920303 313.308988 150.000000 3.790608 1
752.727518 313.255774 150.000000 3.805516 1
752.534269 313.204249 150.000000 3.820448 1
752.341020 313.152725 150.000000 3.835401 1
752.147771 313.101201 150.000000 3.850377 1
751.954522 313.049677 150.000000 3.865375 1
751.761273 312.998152 150.000000 3.880395 1
751.568023 312.946628 150.000000 3.895437 1
751.374774 312.895104 150.000000 3.910501 1
751.181525 312.843580 150.000000 3.925587 1
750.988276 312.792055 150.000000 3.940696 1
750.795027 312.740531 150.000000 3.955826 1
750.601303 312.690862 150.000000 3.970978 1
750.407018 312.643394 150.000000 3.986151 1
750.212733 312.595926 150.000000 4.001347 1
750.018447 312.548458 150.000000 4.016564 1
749.824162 312.500990 150.000000 4.031802 1
749.629877 312.453522 150.000000 4.047063 1
749.435591 312.406054 150.000000 4.062344 1
749.241306 312.358586 150.000000 4.077647 1
749.047021 312.311118 150.000000 4.092972 1
748.852736 312.263650 150.000000 4.108318 1
748.658450 312.216182 150.000000 4.123685 1
748.464165 312.168714 150.000000 4.139074 1
748.269880 312.121246 150.000000 4.154483 1
748.075594 312.073778 150.000000 4.169914 1
747.881189 312.026814 150.000000 4.185366 1
747.686330 311.981757 150.000000 4.200838 1
747.491472 311.936700 150.000000 4.216332 1
747.296613 311.891643 150.000000 4.231847 1
747.101755 311.846586 150.000000 4.247382 1
746.906896 311.801528 150.000000 4.262938 1
746.712038 311.756471 150.000000 4.278515 1
746.517179 311.711414 150.000000 4.294113 1
746.322321 311.666357 150.000000 4.309731 1
746.127462 311.621300 150.000000 4.325370 1
745.932604 311.576243 150.000000 4.341029 1
745.737745 311.531185 150.000000 4.356709 1
745.542886 311.486128 150.000000 4.372409 1
745.348028 311.441071 150.000000 4.388129 1
745.153169 311.396014 150.000000 4.403870 1
744.958311 311.350957 150.000000 4.419631 1
744.763452 311.305900 150.000000 4.435412 1
744.568594 311.260842 150.000000 4.451213 1
744.373735 311.215785 150.000000 4.467034 1
744.178877 311.170728 150.000000 4.482876 1
743.984018 311.125671 150.000000 4.498737 1
743.789160 311.080614 150.000000 4.514618 1
743.594301 311.035557 150.000000 4.530518 1
743.399442 310.990500 150.000000 4.546439 1
743.204584 310.945442 150.000000 4.562379 1
743.009725 310.900385 150.000000 4.578339 1
742.814424 310.857288 150.000000 4.594319 1
742.619121 310.814198 150.000000 4.610318 1
742.423818 310.771109 150.000000 4.626336 1
742.228515 310.728019 150.000000 4.642374 1
742.033212 310.684929 150.000000 4.658431 1
741.837909 310.641839 150.000000 4.674508 1
741.642606 310.598749 150.000000 4.690603 1
741.447303 310.555659 150.000000 4.706718 1
741.252000 310.512569 150.000000 4.722852 1
741.056697 310.469479 150.000000 4.739006 1
740.861394 310.426389 150.000000 4.755178 1
740.666091 310.383300 150.000000 4.771369 1
740.470199 310.342978 150.000000 4.787579 1
740.274270 310.302831 150.000000 4.803807 1
740.078341 310.262684 150.000000 4.820055 1
739.882411 310.222538 150.000000 4.836321 1
739.686482 310.182391 150.000000 4.852606 1
739.490553 310.142244 150.000000 4.868910 1
739.294624 310.102097 150.000000 4.885232 1
739.098695 310.061950 150.000000 4.901572 1
738.902766 310.021804 150.000000 4.917931 1
738.706789 309.981900 150.000000 4.934308 1
738.510242 309.944896 150.000000 4.950704 1
738.313695 309.907893 150.000000 4.967118 1
738.117147 309.870890 150.000000 4.983550 1
737.920600 309.833887 150.000000 5.000000 1
737.724053 309.796884 150.000000 5.016468 1
737.527506 309.759881 150.000000 5.032954 1
737.330959 309.722878 150.000000 5.049458 1
737.134412 309.685875 150.000000 5.065980 1
736.937865 309.648872 150.000000 5.082520 1
736.741318 309.611869 150.000000 5.099078 1
736.544710 309.575203 150.000000 5.115653 1
736.347640 309.541094 150.000000 5.132246 1
736.150570 309.506985 150.000000 5.148857 1
735.953500 309.472876 150.000000 5.165485 1
735.756430 309.438767 150.000000 5.182130 1
735.559360 309.404659 150.000000 5.198793 1
735.362290 309.370550 150.000000 5.215473 1
735.165220 309.336441 150.000000 5.232171 1
734.968150 309.302332 150.000000 5.248886 1
734.771080 309.268223 150.000000 5.265618 1
734.574010 309.234114 150.000000 5.282367 1
734.376940 309.200005 150.000000 5.299133 1
734.179842 309.166063 150.000000 5.315916 1
733.982299 309.134812 150.000000 5.332716 1
733.784755 309.103561 150.000000 5.349532 1
733.587212 309.072309 150.000000 5.366366 1
733.389669 309.041058 150.000000 5.383216 1
733.192125 309.009806 150.000000 5.400083 1
732.994582 308.978555 150.000000 5.416967 1
732.797039 308.947303 150.000000 5.433867 1
732.599496 308.916052 150.000000 5.450784 1
732.401952 308.884800 150.000000 5.467717 1
732.204409 308.853549 150.000000 5.484666 1
732.006866 308.822298 150.000000 5.501632 1
731.809323 308.791046 150.000000 5.518614 1
731.611779 308.759795 150.000000 5.535612 1
