X Y Z V C
382.350344 356.691220 150.000000 12.843924 1
382.347355 356.491242 150.000000 12.854959 1
382.344367 356.291264 150.000000 12.865990 1
382.185042 356.247294 150.000000 12.877017 1
381.985071 356.243885 150.000000 12.888040 1
381.785100 356.240476 150.000000 12.899060 1
381.585129 356.237067 150.000000 12.910075 1
381.385158 356.233657 150.000000 12.921087 1
381.185187 356.230248 150.000000 12.932095 1
380.985216 356.226839 150.000000 12.943099 1
380.785246 356.223430 150.000000 12.954099 1
380.585275 356.220020 150.000000 12.965095 1
380.385304 356.216611 150.000000 12.976087 1
380.185333 356.213202 150.000000 12.987076 1
379.985362 356.209793 150.000000 12.998060 1
379.785391 356.206383 150.000000 13.009040 1
379.585462 356.201414 150.000000 13.020017 1
379.385600 356.193983 150.000000 13.030989 1
379.185738 356.186552 150.000000 13.041957 1
378.985877 356.179120 150.000000 13.052922 1
378.786015 356.171689 150.000000 13.063882 1
378.586153 356.164258 150.000000 13.074838 1
378.386394 356.154736 150.000000 13.085790 1
378.186771 356.142457 150.000000 13.096738 1
377.987149 356.130177 150.000000 13.107682 1
377.787526 356.117898 150.000000 13.118622 1
377.587903 356.105618 150.000000 13.129558 1
377.388281 356.093338 150.000000 13.140489 1
377.188658 356.081059 150.000000 13.151417 1
376.989035 356.068779 150.000000 13.162340 1
376.789413 356.056500 150.000000 13.173259 1
376.589856 356.043223 150.000000 13.184174 1
376.390368 356.028925 150.000000 13.195084 1
376.190880 356.014627 150.000000 13.205991 1
375.991392 356.000328 150.000000 13.216893 1
375.791903 355.986030 150.000000 13.227791 1
375.592415 355.971732 150.000000 13.238684 1
375.392927 355.957434 150.000000 13.249573 1
375.193439 355.943136 150.000000 13.260458 1
374.993950 355.928837 150.000000 13.271339 1
374.794462 355.914539 150.000000 13.282215 1
374.594974 355.900241 150.000000 13.293087 1
374.395486 355.885943 150.000000 13.303955 1
374.195997 355.871644 150.000000 13.314818 1
373.996509 355.857346 150.000000 13.325677 1
373.797021 355.843048 150.000000 13.336531 1
373.597533 355.828750 150.000000 13.347381 1
373.398044 355.814451 150.000000 13.358227 1
373.198556 355.800153 150.000000 13.369068 1
372.999068 355.785855 150.000000 13.379905 1
372.799580 355.771557 150.000000 13.390737 1
372.600091 355.757258 150.000000 13.401564 1
372.400844 355.740065 150.000000 13.412388 1
372.201731 355.721248 150.000000 13.423206 1
372.002618 355.702430 150.000000 13.434020 1
371.803505 355.683612 150.000000 13.444830 1
371.604393 355.664794 150.000000 13.455635 1
371.405280 355.645976 150.000000 13.466435 1
371.206167 355.627158 150.000000 13.477231 1
371.007054 355.608340 150.000000 13.488022 1
370.807942 355.589522 150.000000 13.498809 1
370.608829 355.570704 150.000000 13.509591 1
370.409716 355.551886 150.000000 13.520368 1
370.210750 355.531632 150.000000 13.531141 1
370.011950 355.509755 150.000000 13.541909 1
369.813150 355.487879 150.000000 13.552672 1
369.614350 355.466003 150.000000 13.563430 1
369.415550 355.444127 150.000000 13.574184 1
369.216750 355.422251 150.000000 13.584933 1
369.017950 355.400374 150.000000 13.595678 1
368.819150 355.378498 150.000000 13.606417 1
368.620351 355.356622 150.000000 13.617152 1
368.421551 355.334746 150.000000 13.627882 1
368.222751 355.312870 150.000000 13.638607 1
368.023951 355.290994 150.000000 13.649328 1
367.825151 355.269117 150.000000 13.660043 1
367.626351 355.247241 150.000000 13.670754 1
367.427642 355.224582 150.000000 13.681460 1
367.229127 355.200250 150.000000 13.692161 1
367.030613 355.175917 150.000000 13.702857 1
366.832099 355.151585 150.000000 13.713548 1
366.633584 355.127252 150.000000 13.724234 1
366.435070 355.102920 150.000000 13.734915 1
366.236556 355.078587 150.000000 13.745592 1
366.038042 355.054255 150.000000 13.756263 1
365.839527 355.029922 150.000000 13.766929 1
365.641013 355.005590 150.000000 13.777591 1
365.442499 354.981257 150.000000 13.788247 1
365.244041 354.956488 150.000000 13.798898 1
365.045911 354.929203 150.000000 13.809545 1
364.847781 354.901918 150.000000 13.820186 1
364.649651 354.874634 150.000000 13.830822 1
364.451521 354.847349 150.000000 13.841453 1
364.253391 354.820064 150.000000 13.852080 1
364.055260 354.792779 150.000000 13.862700 1
363.857130 354.765494 150.000000 13.873316 1
363.659000 354.738210 150.000000 13.883927 1
363.460870 354.710925 150.000000 13.894533 1
363.262740 354.683640 150.000000 13.905133 1
363.064610 354.656355 150.000000 13.915728 1
362.866532 354.628702 150.000000 13.926318 1
362.668626 354.599835 150.000000 13.936903 1
362.470721 354.570968 150.000000 13.947483 1
362.272815 354.542101 150.000000 13.958057 1
362.074909 354.513234 150.000000 13.968626 1
361.877003 354.484366 150.000000 13.979190 1
361.679098 354.455499 150.000000 13.989749 1
361.481192 354.426632 150.000000 14.000302 1
361.283286 354.397765 150.000000 14.010850 1
361.085380 354.368897 150.000000 14.021393 1
360.887475 354.340030 150.000000 14.031930 1
360.689569 354.311163 150.000000 14.042462 1
360.491663 354.282296 150.000000 14.052989 1
360.293757 354.253428 150.000000 14.063510 1
360.095852 354.224561 150.000000 14.074026 1
359.897946 354.195694 150.000000 14.084536 1
359.700040 354.166827 150.000000 14.095041 1
359.502134 354.137960 150.000000 14.105541 1
359.304229 354.109092 150.000000 14.116035 1
359.106323 354.080225 150.000000 14.126524 1
358.908417 354.051358 150.000000 14.137007 1
358.710511 354.022491 150.000000 14.147485 1
358.512606 353.993623 150.000000 14.157958 1
358.315148 353.961851 150.000000 14.168424 1
358.117747 353.929717 150.000000 14.178886 1
357.920345 353.897583 150.000000 14.189341 1
357.722943 353.865449 150.000000 14.199792 1
357.525542 353.833316 150.000000 14.210236 1
357.328140 353.801182 150.000000 14.220675 1
357.130738 353.769048 150.000000 14.231109 1
356.933337 353.736914 150.000000 14.241537 1
356.735935 353.704781 150.000000 14.251959 1
356.538533 353.672647 150.000000 14.262376 1
356.341132 353.640513 150.000000 14.272786 1
356.143730 353.608379 150.000000 14.283192 1
355.946413 353.575743 150.000000 14.293591 1
355.749379 353.541423 150.000000 14.303985 1
355.552346 353.507103 150.000000 14.314374 1
355.355313 353.472783 150.000000 14.324756 1
355.158280 353.438463 150.000000 14.335133 1
354.961246 353.404143 150.000000 14.345504 1
354.764213 353.369823 150.000000 14.355869 1
354.567180 353.335502 150.000000 14.366229 1
354.370146 353.301182 150.000000 14.376582 1
354.173113 353.266862 150.000000 14.386930 1
353.976080 353.232542 150.000000 14.397272 1
353.779046 353.198222 150.000000 14.407609 1
353.582013 353.163902 150.000000 14.417939 1
353.384980 353.129582 150.000000 14.428264 1
353.187946 353.095262 150.000000 14.438582 1
352.990913 353.060942 150.000000 14.448895 1
352.793959 353.026173 150.000000 14.459202 1
352.597059 352.991092 150.000000 14.469503 1
352.400160 352.956012 150.000000 14.479798 1
352.203261 352.920931 150.000000 14.490087 1
352.006361 352.885851 150.000000 14.500370 1
351.809462 352.850770 150.000000 14.510648 1
351.612563 352.815690 150.000000 14.520919 1
351.415663 352.780609 150.000000 14.531184 1
351.218764 352.745528 150.000000 14.541444 1
351.021865 352.710448 150.000000 14.551697 1
350.824965 352.675367 150.000000 14.561944 1
350.628066 352.640287 150.000000 14.572185 1
350.431166 352.605206 150.000000 14.582420 1
350.234267 352.570126 150.000000 14.592649 1
350.037368 352.535045 150.000000 14.602872 1
349.840468 352.499965 150.000000 14.613089 1
349.643569 352.464884 150.000000 14.623300 1
349.446670 352.429804 150.000000 14.633504 1
349.249770 352.394723 150.000000 14.643703 1
349.052871 352.359643 150.000000 14.653895 1
348.855972 352.324562 150.000000 14.664081 1
348.659072 352.289482 150.000000 14.674261 1
348.462173 352.254401 150.000000 14.684435 1
348.265274 352.219321 150.000000 14.694603 1
348.068374 352.184240 150.000000 14.704764 1
347.871475 352.149159 150.000000 14.714919 1
347.674575 352.114079 150.000000 14.725068 1
347.477676 352.078998 150.000000 14.735211 1
347.280777 352.043918 150.000000 14.745347 1
347.083877 352.008837 150.000000 14.755477 1
346.886978 351.973757 150.000000 14.765601 1
346.690079 351.938676 150.000000 14.775718 1
346.493179 351.903596 150.000000 14.785829 1
346.296280 351.868515 150.000000 14.795934 1
346.099381 351.833435 150.000000 14.806032 1
345.902481 351.798354 150.000000 14.816124 1
345.705582 351.763274 150.000000 14.826210 1
345.508683 351.728193 150.000000 14.836289 1
345.311783 351.693113 150.000000 14.846362 1
345.114884 351.658032 150.000000 14.856428 1
344.917984 351.622952 150.000000 14.866488 1
344.721085 351.587871 150.000000 14.876542 1
344.524186 351.552791 150.000000 14.886589 1
344.327286 351.517710 150.000000 14.896630 1
344.130387 351.482629 150.000000 14.906664 1
343.933488 351.447549 150.000000 14.916691 1
343.736588 351.412468 150.000000 14.926712 1
343.539689 351.377388 150.000000 14.936727 1
343.342790 351.342307 150.000000 14.946735 1
343.145890 351.307227 150.000000 14.956736 1
342.948991 351.272146 150.000000 14.966731 1
342.752092 351.237066 150.000000 14.976720 1
342.555192 351.201985 150.000000 14.986701 1
342.358293 351.166905 150.000000 14.996676 1
342.161393 351.131824 150.000000 15.006645 1
341.964494 351.096744 150.000000 15.016607 1
341.767595 351.061663 150.000000 15.026562 1
341.570695 351.026583 150.000000 15.036510 1
341.373796 350.991502 150.000000 15.046452 1
341.176897 350.956422 150.000000 15.056388 1
340.979997 350.921341 150.000000 15.066316 1
340.783098 350.886260 150.000000 15.076238 1
340.586199 350.851180 150.000000 15.086153 1
340.389299 350.816099 150.000000 15.096061 1
340.192400 350.781019 150.000000 15.105963 1
339.995501 350.745938 150.000000 15.115857 1
339.798601 350.710858 150.000000 15.125745 1
339.601702 350.675777 150.000000 15.135627 1
339.404802 350.640697 150.000000 15.145501 1
339.207903 350.605616 150.000000 15.155369 1
339.011004 350.570536 150.000000 15.165229 1
338.814104 350.535455 150.000000 15.175083 1
338.617205 350.500375 150.000000 15.184930 1
338.420306 350.465294 150.000000 15.194770 1
338.223406 350.430214 150.000000 15.204604 1
338.026507 350.395133 150.000000 15.214430 1
337.829608 350.360053 150.000000 15.224249 1
337.632708 350.324972 150.000000 15.234062 1
337.435809 350.289891 150.000000 15.243868 1
337.238910 350.254811 150.000000 15.253666 1
337.042010 350.219730 150.000000 15.263458 1
336.845111 350.184650 150.000000 15.273243 1
336.648211 350.149569 150.000000 15.283020 1
336.451312 350.114489 150.000000 15.292791 1
336.254413 350.079408 150.000000 15.302555 1
336.057513 350.044328 150.000000 15.312312 1
335.860614 350.009247 150.000000 15.322061 1
335.663715 349.974167 150.000000 15.331804 1
335.466815 349.939086 150.000000 15.341539 1
335.269916 349.904006 150.000000 15.351268 1
335.073017 349.868925 150.000000 15.360989 1
334.876117 349.833845 150.000000 15.370703 1
334.679218 349.798764 150.000000 15.380411 1
334.482319 349.763684 150.000000 15.390111 1
334.285419 349.728603 150.000000 15.399804 1
334.088520 349.693523 150.000000 15.409489 1
333.891620 349.658442 150.000000 15.419168 1
333.694721 349.623361 150.000000 15.428839 1
333.497822 349.588281 150.000000 15.438503 1
333.300922 349.553200 150.000000 15.448160 1
333.104023 349.518120 150.000000 15.457810 1
332.907124 349.483039 150.000000 15.467453 1
332.710224 349.447959 150.000000 15.477088 1
332.513325 349.412878 150.000000 15.486716 1
332.316426 349.377798 150.000000 15.496337 1
332.119526 349.342717 150.000000 15.505950 1
331.922627 349.307637 150.000000 15.515556 1
331.725728 349.272556 150.000000 15.525155 1
331.528828 349.237476 150.000000 15.534746 1
331.331929 349.202395 150.000000 15.544331 1
331.135030 349.167315 150.000000 15.553907 1
330.938130 349.132234 150.000000 15.563477 1
330.741231 349.097154 150.000000 15.573039 1
330.544331 349.062073 150.000000 15.582594 1
330.347432 349.026992 150.000000 15.592141 1
330.150533 348.991912 150.000000 15.601681 1
329.953633 348.956831 150.000000 15.611214 1
329.756734 348.921751 150.000000 15.620739 1
329.559835 348.886670 150.000000 15.630256 1
329.362935 348.851590 150.000000 15.639766 1
329.166036 348.816509 150.000000 15.649269 1
328.969137 348.781429 150.000000 15.658764 1
328.772237 348.746348 150.000000 15.668252 1
328.575338 348.711268 150.000000 15.677732 1
328.378439 348.676187 150.000000 15.687205 1
328.181539 348.641107 150.000000 15.696670 1
327.984640 348.606026 150.000000 15.706127 1
327.787740 348.570946 150.000000 15.715577 1
327.590841 348.535865 150.000000 15.725020 1
327.393942 348.500785 150.000000 15.734455 1
327.197042 348.465704 150.000000 15.743882 1
327.000143 348.430623 150.000000 15.753301 1
326.803244 348.395543 150.000000 15.762713 1
326.606344 348.360462 150.000000 15.772118 1
326.409445 348.325382 150.000000 15.781515 1
326.212546 348.290301 150.000000 15.790904 1
326.015646 348.255221 150.000000 15.800285 1
325.818747 348.220140 150.000000 15.809659 1
325.621848 348.185060 150.000000 15.819025 1
325.424948 348.149979 150.000000 15.828383 1
325.228049 348.114899 150.000000 15.837733 1
325.031149 348.079818 150.000000 15.847076 1
324.834250 348.044738 150.000000 15.856411 1
324.637351 348.009657 150.000000 15.865739 1
324.440451 347.974577 150.000000 15.875058 1
324.243552 347.939496 150.000000 15.884370 1
324.046653 347.904416 150.000000 15.893674 1
323.849753 347.869335 150.000000 15.902970 1
323.750000 347.950238 150.000000 15.912258 1
323.750000 348.150238 150.000000 15.921539 1
323.750000 348.350238 150.000000 15.930811 1
323.750000 348.550238 150.000000 15.940076 1
323.750000 348.750238 150.000000 15.949333 1
323.750000 348.950238 150.000000 15.958582 1
323.750000 349.150238 150.000000 15.967823 1
323.750000 349.350238 150.000000 15.977056 1
323.750000 349.550238 150.000000 15.986282 1
323.750000 349.750238 150.000000 15.995499 1
323.750000 349.950238 150.000000 16.004709 1
323.750000 350.150238 150.000000 16.013910 1
323.750000 350.350238 150.000000 16.023104 1
323.750000 350.550238 150.000000 16.032289 1
323.750000 350.750238 150.000000 16.041467 1
323.750000 350.950238 150.000000 16.050636 1
323.750000 351.150238 150.000000 16.059798 1
323.750000 351.350238 150.000000 16.068951 1
323.750000 351.550238 150.000000 16.078096 1
323.750000 351.750238 150.000000 16.087234 1
323.750000 351.950238 150.000000 16.096363 1
323.750000 352.150238 150.000000 16.105484 1
323.750000 352.350238 150.000000 16.114597 1
323.750000 352.550238 150.000000 16.123702 1
323.750000 352.750238 150.000000 16.132799 1
323.750000 352.950238 150.000000 16.141888 1
323.750000 353.150238 150.000000 16.150969 1
323.750000 353.350238 150.000000 16.160041 1
323.750000 353.550238 150.000000 16.169105 1
323.750000 353.750238 150.000000 16.178162 1
323.750000 353.950238 150.000000 16.187210 1
323.750000 354.150238 150.000000 16.196249 1
323.750000 354.350238 150.000000 16.205281 1
323.750000 354.550238 150.000000 16.214304 1
323.750000 354.750238 150.000000 16.223319 1
323.750000 354.950238 150.000000 16.232326 1
323.750000 355.150238 150.000000 16.241325 1
323.750000 355.350238 150.000000 16.250315 1
323.750000 355.550238 150.000000 16.259297 1
323.750000 355.750238 150.000000 16.268271 1
323.750000 355.950238 150.000000 16.277236 1
323.750000 356.150238 150.000000 16.286193 1
323.750000 356.350238 150.000000 16.295142 1
323.750000 356.550238 150.000000 16.304083 1
323.750000 356.750238 150.000000 16.313015 1
323.750000 356.950238 150.000000 16.321938 1
323.750000 357.150238 150.000000 16.330854 1
323.750000 357.350238 150.000000 16.339761 1
323.750000 357.550238 150.000000 16.348659 1
323.750000 357.750238 150.000000 16.357549 1
323.750000 357.950238 150.000000 16.366431 1
323.750000 358.150238 150.000000 16.375304 1
323.750000 358.350238 150.000000 16.384169 1
323.750000 358.550238 150.000000 16.393025 1
323.750000 358.750238 150.000000 16.401873 1
323.750000 358.950238 150.000000 16.410713 1
323.750000 359.150238 150.000000 16.419544 1
323.750000 359.350238 150.000000 16.428366 1
323.750000 359.550238 150.000000 16.437180 1
323.750000 359.750238 150.000000 16.445985 1
323.750000 359.950238 150.000000 16.454782 1
323.750000 360.150238 150.000000 16.463570 1
323.750000 360.350238 150.000000 16.472350 1
323.750000 360.550238 150.000000 16.481121 1
323.750000 360.750238 150.000000 16.489884 1
323.750000 360.950238 150.000000 16.498638 1
323.750000 361.150238 150.000000 16.507383 1
323.750000 361.350238 150.000000 16.516120 1
323.750000 361.550238 150.000000 16.524848 1
323.750000 361.750238 150.000000 16.533567 1
323.750000 361.950238 150.000000 16.542278 1
323.750000 362.150238 150.000000 16.550980 1
323.750000 362.350238 150.000000 16.559673 1
323.750000 362.550238 150.000000 16.568358 1
323.750000 362.750238 150.000000 16.577034 1
323.750000 362.950238 150.000000 16.585701 1
323.750000 363.150238 150.000000 16.594360 1
323.750000 363.350238 150.000000 16.603009 1
323.750000 363.550238 150.000000 16.611651 1
323.750000 363.750238 150.000000 16.620283 1
323.750000 363.950238 150.000000 16.628906 1
323.750000 364.150238 150.000000 16.637521 1
323.750000 364.350238 150.000000 16.646127 1
323.750369 364.550237 150.000000 16.654724 1
323.752283 364.750227 150.000000 16.663312 1
323.754197 364.950218 150.000000 16.671892 1
323.756112 365.150209 150.000000 16.680463 1
323.758026 365.350200 150.000000 16.689024 1
323.759941 365.550191 150.000000 16.697577 1
323.761855 365.750182 150.000000 16.706121 1
323.763769 365.950172 150.000000 16.714657 1
323.765684 366.150163 150.000000 16.723183 1
323.767598 366.350154 150.000000 16.731700 1
323.769512 366.550145 150.000000 16.740209 1
323.771427 366.750136 150.000000 16.748708 1
323.773341 366.950127 150.000000 16.757199 1
323.775255 367.150117 150.000000 16.765680 1
323.777170 367.350108 150.000000 16.774153 1
323.779930 367.550076 150.000000 16.782617 1
323.788926 367.749874 150.000000 16.791071 1
323.797921 367.949671 150.000000 16.799517 1
323.806917 368.149469 150.000000 16.807954 1
323.815913 368.349266 150.000000 16.816381 1
323.824909 368.549064 150.000000 16.824800 1
323.833905 368.748862 150.000000 16.833209 1
323.842901 368.948659 150.000000 16.841610 1
323.851897 369.148457 150.000000 16.850001 1
323.859006 369.348317 150.000000 16.858384 1
323.863195 369.548273 150.000000 16.866757 1
323.867384 369.748229 150.000000 16.875121 1
323.871573 369.948185 150.000000 16.883476 1
323.875762 370.148141 150.000000 16.891822 1
323.879951 370.348097 150.000000 16.900159 1
323.884140 370.548053 150.000000 16.908487 1
323.888329 370.748009 150.000000 16.916805 1
323.892518 370.947966 150.000000 16.925114 1
323.896706 371.147922 150.000000 16.933415 1
323.907274 371.347627 150.000000 16.941706 1
323.918773 371.547297 150.000000 16.949987 1
323.930272 371.746966 150.000000 16.958260 1
323.941770 371.946635 150.000000 16.966523 1
323.953269 372.146304 150.000000 16.974777 1
323.964768 372.345973 150.000000 16.983022 1
323.976267 372.545642 150.000000 16.991258 1
323.987765 372.745312 150.000000 16.999484 1
323.999264 372.944981 150.000000 17.007701 1
324.010763 373.144650 150.000000 17.015909 1
324.019825 373.344433 150.000000 17.024107 1
324.026966 373.544305 150.000000 17.032297 1
324.034107 373.744178 150.000000 17.040477 1
324.041247 373.944050 150.000000 17.048647 1
324.048388 374.143923 150.000000 17.056808 1
324.055529 374.343795 150.000000 17.064960 1
324.062670 374.543668 150.000000 17.073103 1
324.069811 374.743540 150.000000 17.081236 1
324.076951 374.943413 150.000000 17.089359 1
324.084092 375.143285 150.000000 17.097474 1
324.091233 375.343158 150.000000 17.105579 1
324.101084 375.542893 150.000000 17.113674 1
324.114214 375.742461 150.000000 17.121760 1
324.127344 375.942030 150.000000 17.129837 1
324.140474 376.141598 150.000000 17.137904 1
324.153604 376.341167 150.000000 17.145962 1
324.166734 376.540735 150.000000 17.154010 1
324.179864 376.740304 150.000000 17.162049 1
324.192994 376.939872 150.000000 17.170078 1
324.206124 377.139441 150.000000 17.178098 1
324.219254 377.339009 150.000000 17.186108 1
324.232384 377.538578 150.000000 17.194109 1
324.245514 377.738147 150.000000 17.202100 1
324.256564 377.937832 150.000000 17.210082 1
324.265927 378.137613 150.000000 17.218054 1
324.275291 378.337394 150.000000 17.226016 1
324.284655 378.537174 150.000000 17.233969 1
324.294018 378.736955 150.000000 17.241913 1
324.303382 378.936736 150.000000 17.249846 1
324.312746 379.136516 150.000000 17.257771 1
324.322109 379.336297 150.000000 17.265685 1
324.331473 379.536078 150.000000 17.273590 1
324.340837 379.735858 150.000000 17.281485 1
324.350200 379.935639 150.000000 17.289371 1
324.359564 380.135420 150.000000 17.297247 1
324.368928 380.335200 150.000000 17.305113 1
324.382263 380.534749 150.000000 17.312970 1
324.396251 380.734259 150.000000 17.320817 1
324.410239 380.933769 150.000000 17.328654 1
324.424228 381.133280 150.000000 17.336482 1
324.438216 381.332790 150.000000 17.344299 1
324.452204 381.532300 150.000000 17.352108 1
324.466192 381.731810 150.000000 17.359906 1
324.480180 381.931320 150.000000 17.367694 1
324.494168 382.130831 150.000000 17.375473 1
324.508156 382.330341 150.000000 17.383242 1
324.522144 382.529851 150.000000 17.391002 1
324.536132 382.729361 150.000000 17.398751 1
324.549122 382.928927 150.000000 17.406491 1
324.557084 383.128768 150.000000 17.414220 1
324.565046 383.328609 150.000000 17.421940 1
324.573008 383.528451 150.000000 17.429651 1
324.580970 383.728292 150.000000 17.437351 1
324.588932 383.928134 150.000000 17.445041 1
324.596894 384.127975 150.000000 17.452722 1
324.604856 384.327817 150.000000 17.460393 1
324.612817 384.527658 150.000000 17.468054 1
324.620779 384.727500 150.000000 17.475705 1
324.628741 384.927341 150.000000 17.483346 1
324.636961 385.127169 150.000000 17.490977 1
324.649306 385.326788 150.000000 17.498598 1
324.661652 385.526407 150.000000 17.506209 1
324.673998 385.726025 150.000000 17.513810 1
324.686344 385.925644 150.000000 17.521402 1
324.698690 386.125262 150.000000 17.528983 1
324.711036 386.324881 150.000000 17.536555 1
324.723382 386.524500 150.000000 17.544116 1
324.735728 386.724118 150.000000 17.551667 1
324.748074 386.923737 150.000000 17.559209 1
324.760420 387.123355 150.000000 17.566740 1
324.772765 387.322974 150.000000 17.574262 1
324.778860 387.522876 150.000000 17.581773 1
324.784639 387.722793 150.000000 17.589274 1
324.790418 387.922709 150.000000 17.596765 1
324.796198 388.122625 150.000000 17.604247 1
324.801977 388.322542 150.000000 17.611718 1
324.807756 388.522458 150.000000 17.619179 1
324.813535 388.722375 150.000000 17.626630 1
324.819314 388.922291 150.000000 17.634070 1
324.825093 389.122208 150.000000 17.641501 1
324.830872 389.322124 150.000000 17.648922 1
324.839779 389.521912 150.000000 17.656332 1
324.850457 389.721627 150.000000 17.663732 1
324.861135 389.921342 150.000000 17.671122 1
324.871813 390.121056 150.000000 17.678502 1
324.882491 390.320771 150.000000 17.685872 1
324.893168 390.520486 150.000000 17.693232 1
324.903846 390.720201 150.000000 17.700581 1
324.914524 390.919915 150.000000 17.707920 1
324.925202 391.119630 150.000000 17.715249 1
324.928593 391.319588 150.000000 17.722568 1
324.931275 391.519570 150.000000 17.729876 1
324.933958 391.719552 150.000000 17.737175 1
324.936640 391.919534 150.000000 17.744463 1
324.939323 392.119517 150.000000 17.751740 1
324.942005 392.319499 150.000000 17.759008 1
324.944688 392.519481 150.000000 17.766265 1
324.947370 392.719463 150.000000 17.773512 1
324.950952 392.919422 150.000000 17.780748 1
324.958496 393.119279 150.000000 17.787975 1
324.966039 393.319137 150.000000 17.795191 1
324.973582 393.518995 150.000000 17.802396 1
324.981126 393.718852 150.000000 17.809592 1
324.988669 393.918710 150.000000 17.816777 1
324.996213 394.118568 150.000000 17.823951 1
325.003528 394.318431 150.000000 17.831115 1
325.005960 394.518416 150.000000 17.838269 1
325.008391 394.718401 150.000000 17.845413 1
325.010823 394.918387 150.000000 17.852546 1
325.009386 395.118376 150.000000 17.859668 1
325.007381 395.318366 150.000000 17.866781 1
325.005376 395.518356 150.000000 17.873882 1
325.003371 395.718346 150.000000 17.880974 1
325.001367 395.918336 150.000000 17.888055 1
324.997646 396.118285 150.000000 17.895125 1
324.990249 396.318149 150.000000 17.902185 1
324.982853 396.518012 150.000000 17.909235 1
324.975456 396.717875 150.000000 17.916274 1
324.968059 396.917738 150.000000 17.923302 1
324.956038 397.117359 150.000000 17.930320 1
324.938987 397.316530 150.000000 17.937328 1
324.910666 397.514515 150.000000 17.944325 1
324.869425 397.710048 150.000000 17.951311 1
324.823266 397.904648 150.000000 17.958287 1
324.765325 398.095903 150.000000 17.965253 1
324.702302 398.285713 150.000000 17.972208 1
324.633834 398.473498 150.000000 17.979152 1
324.557458 398.658340 150.000000 17.986086 1
324.481081 398.843182 150.000000 17.993009 1
324.393482 399.022909 150.000000 17.999921 1
324.304051 399.201800 150.000000 18.006823 1
324.210195 399.378259 150.000000 18.013715 1
324.107052 399.549610 150.000000 18.020595 1
323.999996 399.718395 150.000000 18.027465 1
323.883870 399.881228 150.000000 18.034325 1
323.764693 400.041726 150.000000 18.041174 1
323.637743 400.196269 150.000000 18.048012 1
323.510777 400.350798 150.000000 18.054839 1
323.375868 400.498445 150.000000 18.061656 1
323.240958 400.646092 150.000000 18.068462 1
323.104725 400.792472 150.000000 18.075258 1
322.963244 400.933833 150.000000 18.082042 1
322.821763 401.075195 150.000000 18.088816 1
322.672325 401.208067 150.000000 18.095580 1
322.520804 401.338508 150.000000 18.102332 1
322.361167 401.458990 150.000000 18.109074 1
322.195365 401.570522 150.000000 18.115805 1
322.025877 401.676699 150.000000 18.122526 1
321.849136 401.770125 150.000000 18.129235 1
321.671239 401.861519 150.000000 18.135934 1
321.490173 401.946228 150.000000 18.142622 1
321.306827 402.026129 150.000000 18.149299 1
321.123480 402.106029 150.000000 18.155966 1
320.937203 402.178713 150.000000 18.162621 1
320.750058 402.249257 150.000000 18.169266 1
320.560571 402.312771 150.000000 18.175900 1
320.368490 402.368492 150.000000 18.182523 1
320.173547 402.412488 150.000000 18.189135 1
319.976235 402.444051 150.000000 18.195737 1
319.777267 402.463471 150.000000 18.202327 1
319.577393 402.470578 150.000000 18.208907 1
319.377519 402.477686 150.000000 18.215476 1
319.177645 402.484793 150.000000 18.222034 1
318.977772 402.491901 150.000000 18.228581 1
318.777898 402.499008 150.000000 18.235117 1
318.578162 402.490804 150.000000 18.241642 1
318.378447 402.480117 150.000000 18.248157 1
318.178733 402.469430 150.000000 18.254660 1
317.979019 402.458742 150.000000 18.261152 1
317.779305 402.448055 150.000000 18.267634 1
317.579590 402.437368 150.000000 18.274104 1
317.381203 402.414774 150.000000 18.280564 1
317.184034 402.381241 150.000000 18.287012 1
316.988911 402.338428 150.000000 18.293450 1
316.795917 402.285956 150.000000 18.299877 1
316.605456 402.225606 150.000000 18.306292 1
316.418048 402.155760 150.000000 18.312697 1
316.233425 402.079323 150.000000 18.319091 1
316.052704 401.993650 150.000000 18.325473 1
315.874640 401.902875 150.000000 18.331845 1
315.700828 401.803934 150.000000 18.338205 1
315.529405 401.701094 150.000000 18.344555 1
315.362351 401.591127 150.000000 18.350893 1
315.195731 401.480538 150.000000 18.357220 1
315.035138 401.361332 150.000000 18.363537 1
314.874545 401.242127 150.000000 18.369842 1
314.719792 401.115530 150.000000 18.376136 1
314.566666 400.986874 150.000000 18.382419 1
314.418099 400.853154 150.000000 18.388691 1
314.274119 400.714338 150.000000 18.394951 1
314.132314 400.573421 150.000000 18.401201 1
313.998546 400.424740 150.000000 18.407439 1
313.866737 400.274419 150.000000 18.413667 1
313.743941 400.116555 150.000000 18.419883 1
313.622961 399.957387 150.000000 18.426088 1
313.512618 399.790580 150.000000 18.432282 1
313.403818 399.622836 150.000000 18.438465 1
313.306598 399.448055 150.000000 18.444636 1
313.210490 399.272705 150.000000 18.450796 1
313.125454 399.091683 150.000000 18.456945 1
313.040419 398.910661 150.000000 18.463083 1
312.964140 398.725838 150.000000 18.469210 1
312.889972 398.540099 150.000000 18.475326 1
312.818826 398.353261 150.000000 18.481430 1
312.756475 398.163229 150.000000 18.487523 1
312.694125 397.973196 150.000000 18.493605 1
312.647293 397.778783 150.000000 18.499675 1
312.601079 397.584196 150.000000 18.505734 1
312.572721 397.386276 150.000000 18.511782 1
312.548676 397.187846 150.000000 18.517819 1
