X Y Z V
323.750000 334.980469 171.428571 50.000000
323.750000 334.980469 170.408163 50.000000
323.750000 334.980469 169.387755 50.000000
323.750000 334.980469 168.367347 50.000000
323.750000 334.980469 167.346939 50.000000
323.750000 334.980469 166.326531 50.000000
323.750000 334.980469 165.306122 50.000000
323.750000 334.980469 164.285714 50.000000
323.750000 334.980469 163.265306 50.000000
323.750000 334.980469 162.244898 50.000000
323.750000 334.980469 161.224490 50.000000
323.750000 334.980469 160.204082 50.000000
323.750000 334.980469 159.183673 50.000000
323.750000 334.980469 158.163265 50.000000
323.750000 334.980469 157.142857 50.000000
323.750000 334.980469 156.122449 50.000000
323.750000 334.980469 155.102041 50.000000
323.750000 334.980469 154.081633 50.000000
323.750000 334.980469 153.061224 50.000000
323.750000 334.980469 152.040816 50.000000
323.750000 334.980469 151.020408 50.000000
323.750000 334.980469 150.000000 50.000000
323.750000 334.980469 150.000000 0.000000
323.759369 333.980522 150.000000 0.045281
323.750789 332.980646 150.000000 0.180713
323.712688 331.981376 150.000000 0.405070
323.694904 330.981580 150.000000 0.716321
323.686462 329.981628 150.000000 1.111646
323.646094 328.982498 150.000000 1.587465
323.592079 327.983962 150.000000 2.139469
323.560626 326.984489 150.000000 2.762660
323.538563 325.984736 150.000000 3.451393
323.493600 324.985792 150.000000 4.199431
323.429152 323.987873 150.000000 5.000000
323.373821 322.989427 150.000000 5.845850
323.338007 321.990073 150.000000 6.729320
323.300035 320.990804 150.000000 7.642411
323.239372 319.992670 150.000000 8.576852
323.165934 318.995371 150.000000 9.524181
323.102489 317.997404 150.000000 10.475819
323.058707 316.998371 150.000000 11.423148
323.017269 315.999233 150.000000 12.357589
322.959422 315.000927 150.000000 13.270680
322.891143 314.003261 150.000000 14.154150
322.835629 313.004830 150.000000 15.000000
322.803306 312.005362 150.000000 15.800569
322.771416 311.005879 150.000000 16.548607
322.717830 310.007335 150.000000 17.237340
322.660342 309.008997 150.000000 17.860531
322.630149 308.009502 150.000000 18.412535
322.615834 307.009606 150.000000 18.888354
322.580767 306.010259 150.000000 19.283679
322.536259 305.011259 150.000000 19.594930
322.521909 304.011419 150.000000 19.819287
322.522688 303.011423 150.000000 19.954719
322.508534 302.011529 150.000000 20.000000
322.508534 302.011529 150.000000 50.000000
322.508534 302.011529 151.020408 50.000000
322.508534 302.011529 152.040816 50.000000
322.508534 302.011529 153.061224 50.000000
322.508534 302.011529 154.081633 50.000000
322.508534 302.011529 155.102041 50.000000
322.508534 302.011529 156.122449 50.000000
322.508534 302.011529 157.142857 50.000000
322.508534 302.011529 158.163265 50.000000
322.508534 302.011529 159.183673 50.000000
322.508534 302.011529 160.204082 50.000000
322.508534 302.011529 161.224490 50.000000
322.508534 302.011529 162.244898 50.000000
322.508534 302.011529 163.265306 50.000000
322.508534 302.011529 164.285714 50.000000
322.508534 302.011529 165.306122 50.000000
322.508534 302.011529 166.326531 50.000000
322.508534 302.011529 167.346939 50.000000
322.508534 302.011529 168.367347 50.000000
322.508534 302.011529 169.387755 50.000000
322.508534 302.011529 170.408163 50.000000
322.508534 302.011529 171.428571 50.000000
322.508534 302.011529 172.448980 50.000000
322.508534 302.011529 173.469388 50.000000
322.508534 302.011529 174.489796 50.000000
322.508534 302.011529 175.510204 50.000000
322.508534 302.011529 176.530612 50.000000
322.508534 302.011529 177.551020 50.000000
322.508534 302.011529 178.571429 50.000000
322.508534 302.011529 179.591837 50.000000
322.508534 302.011529 180.612245 50.000000
322.508534 302.011529 181.632653 50.000000
322.508534 302.011529 182.653061 50.000000
322.508534 302.011529 183.673469 50.000000
322.508534 302.011529 184.693878 50.000000
322.508534 302.011529 185.714286 50.000000
322.508534 302.011529 186.734694 50.000000
322.508534 302.011529 187.755102 50.000000
322.508534 302.011529 188.775510 50.000000
322.508534 302.011529 189.795918 50.000000
322.508534 302.011529 190.816327 50.000000
322.508534 302.011529 191.836735 50.000000
322.508534 302.011529 192.857143 50.000000
322.508534 302.011529 193.877551 50.000000
322.508534 302.011529 194.897959 50.000000
322.508534 302.011529 195.918367 50.000000
322.508534 302.011529 196.938776 50.000000
322.508534 302.011529 197.959184 50.000000
322.508534 302.011529 198.979592 50.000000
322.508534 302.011529 200.000000 50.000000
NaN NaN NaN NaN
322.508534 302.011529 200.000000 0.000000
322.550879 303.011480 200.000000 7.575758
322.593223 304.011431 200.000000 15.151515
322.635567 305.011382 200.000000 22.727273
322.677911 306.011332 200.000000 30.303030
322.720255 307.011283 200.000000 37.878788
322.762599 308.011234 200.000000 45.454545
322.804943 309.011185 200.000000 50.000000
322.847287 310.011135 200.000000 50.000000
322.889632 311.011086 200.000000 50.000000
322.931976 312.011037 200.000000 50.000000
322.974320 313.010988 200.000000 50.000000
323.016664 314.010938 200.000000 50.000000
323.059008 315.010889 200.000000 50.000000
323.101352 316.010840 200.000000 50.000000
323.143696 317.010791 200.000000 50.000000
323.186040 318.010741 200.000000 50.000000
323.228385 319.010692 200.000000 50.000000
323.270729 320.010643 200.000000 50.000000
323.313073 321.010594 200.000000 50.000000
323.355417 322.010544 200.000000 50.000000
323.397761 323.010495 200.000000 50.000000
323.440105 324.010446 200.000000 50.000000
323.482449 325.010397 200.000000 50.000000
323.524793 326.010347 200.000000 50.000000
323.567138 327.010298 200.000000 50.000000
323.609482 328.010249 200.000000 50.000000
323.651826 329.010200 200.000000 45.454545
323.694170 330.010150 200.000000 37.878788
323.736514 331.010101 200.000000 30.303030
323.778858 332.010052 200.000000 22.727273
323.821202 333.010003 200.000000 15.151515
323.863546 334.009953 200.000000 7.575758
323.905891 335.009904 200.000000 0.000000
323.905891 335.009904 200.000000 50.000000
323.905891 335.009904 198.979592 50.000000
323.905891 335.009904 197.959184 50.000000
323.905891 335.009904 196.938776 50.000000
323.905891 335.009904 195.918367 50.000000
323.905891 335.009904 194.897959 50.000000
323.905891 335.009904 193.877551 50.000000
323.905891 335.009904 192.857143 50.000000
323.905891 335.009904 191.836735 50.000000
323.905891 335.009904 190.816327 50.000000
323.905891 335.009904 189.795918 50.000000
323.905891 335.009904 188.775510 50.000000
323.905891 335.009904 187.755102 50.000000
323.905891 335.009904 186.734694 50.000000
323.905891 335.009904 185.714286 50.000000
323.905891 335.009904 184.693878 50.000000
323.905891 335.009904 183.673469 50.000000
323.905891 335.009904 182.653061 50.000000
323.905891 335.009904 181.632653 50.000000
323.905891 335.009904 180.612245 50.000000
323.905891 335.009904 179.591837 50.000000
323.905891 335.009904 178.571429 50.000000
323.905891 335.009904 177.551020 50.000000
323.905891 335.009904 176.530612 50.000000
323.905891 335.009904 175.510204 50.000000
323.905891 335.009904 174.489796 50.000000
323.905891 335.009904 173.469388 50.000000
323.905891 335.009904 172.448980 50.000000
323.905891 335.009904 171.428571 50.000000
323.905891 335.009904 170.408163 50.000000
323.905891 335.009904 169.387755 50.000000
323.905891 335.009904 168.367347 50.000000
323.905891 335.009904 167.346939 50.000000
323.905891 335.009904 166.326531 50.000000
323.905891 335.009904 165.306122 50.000000
323.905891 335.009904 164.285714 50.000000
323.905891 335.009904 163.265306 50.000000
323.905891 335.009904 162.244898 50.000000
323.905891 335.009904 161.224490 50.000000
323.905891 335.009904 160.204082 50.000000
323.905891 335.009904 159.183673 50.000000
323.905891 335.009904 158.163265 50.000000
323.905891 335.009904 157.142857 50.000000
323.905891 335.009904 156.122449 50.000000
323.905891 335.009904 155.102041 50.000000
323.905891 335.009904 154.081633 50.000000
323.905891 335.009904 153.061224 50.000000
323.905891 335.009904 152.040816 50.000000
323.905891 335.009904 151.020408 50.000000
323.905891 335.009904 150.000000 50.000000
323.905891 335.009904 150.000000 0.000000
324.888527 335.195446 150.000000 0.058620
325.871163 335.380988 150.000000 0.233794
326.853800 335.566530 150.000000 0.523468
327.836436 335.752073 150.000000 0.924246
328.819072 335.937615 150.000000 1.431428
329.801708 336.123157 150.000000 2.039069
330.784345 336.308699 150.000000 2.740045
331.766981 336.494241 150.000000 3.526137
332.749617 336.679783 150.000000 4.388129
333.732254 336.865325 150.000000 5.315916
334.714890 337.050867 150.000000 6.298618
335.697526 337.236409 150.000000 7.324717
336.680163 337.421951 150.000000 8.382180
337.662799 337.607494 150.000000 9.458611
338.645435 337.793036 150.000000 10.541389
339.628072 337.978578 150.000000 11.617820
340.610708 338.164120 150.000000 12.675283
341.593344 338.349662 150.000000 13.701382
342.575981 338.535204 150.000000 14.684084
343.558617 338.720746 150.000000 15.611871
344.541253 338.906288 150.000000 16.473863
345.523890 339.091830 150.000000 17.259955
346.506526 339.277372 150.000000 17.960931
347.489162 339.462915 150.000000 18.568572
348.471798 339.648457 150.000000 19.075754
349.454435 339.833999 150.000000 19.476532
350.437071 340.019541 150.000000 19.766206
351.419707 340.205083 150.000000 19.941380
352.402344 340.390625 150.000000 20.000000
352.402344 340.390625 150.000000 50.000000
352.402344 340.390625 151.020408 50.000000
352.402344 340.390625 152.040816 50.000000
352.402344 340.390625 153.061224 50.000000
352.402344 340.390625 154.081633 50.000000
352.402344 340.390625 155.102041 50.000000
352.402344 340.390625 156.122449 50.000000
352.402344 340.390625 157.142857 50.000000
352.402344 340.390625 158.163265 50.000000
352.402344 340.390625 159.183673 50.000000
352.402344 340.390625 160.204082 50.000000
352.402344 340.390625 161.224490 50.000000
352.402344 340.390625 162.244898 50.000000
352.402344 340.390625 163.265306 50.000000
352.402344 340.390625 164.285714 50.000000
352.402344 340.390625 165.306122 50.000000
352.402344 340.390625 166.326531 50.000000
352.402344 340.390625 167.346939 50.000000
352.402344 340.390625 168.367347 50.000000
352.402344 340.390625 169.387755 50.000000
352.402344 340.390625 170.408163 50.000000
352.402344 340.390625 171.428571 50.000000
352.402344 340.390625 172.448980 50.000000
352.402344 340.390625 173.469388 50.000000
352.402344 340.390625 174.489796 50.000000
352.402344 340.390625 175.510204 50.000000
352.402344 340.390625 176.530612 50.000000
352.402344 340.390625 177.551020 50.000000
352.402344 340.390625 178.571429 50.000000
352.402344 340.390625 179.591837 50.000000
352.402344 340.390625 180.612245 50.000000
352.402344 340.390625 181.632653 50.000000
352.402344 340.390625 182.653061 50.000000
352.402344 340.390625 183.673469 50.000000
352.402344 340.390625 184.693878 50.000000
352.402344 340.390625 185.714286 50.000000
352.402344 340.390625 186.734694 50.000000
352.402344 340.390625 187.755102 50.000000
352.402344 340.390625 188.775510 50.000000
352.402344 340.390625 189.795918 50.000000
352.402344 340.390625 190.816327 50.000000
352.402344 340.390625 191.836735 50.000000
352.402344 340.390625 192.857143 50.000000
352.402344 340.390625 193.877551 50.000000
352.402344 340.390625 194.897959 50.000000
352.402344 340.390625 195.918367 50.000000
352.402344 340.390625 196.938776 50.000000
352.402344 340.390625 197.959184 50.000000
352.402344 340.390625 198.979592 50.000000
352.402344 340.390625 200.000000 50.000000
NaN NaN NaN NaN
352.402344 340.390625 200.000000 0.000000
352.421730 341.441227 200.000000 20.833333
352.441117 342.491829 200.000000 41.666667
352.460503 343.542431 200.000000 50.000000
352.479890 344.593033 200.000000 50.000000
352.499276 345.643635 200.000000 50.000000
352.518663 346.694237 200.000000 50.000000
352.538049 347.744839 200.000000 50.000000
352.557436 348.795441 200.000000 50.000000
352.576822 349.846043 200.000000 50.000000
352.596209 350.896645 200.000000 41.666667
352.615595 351.947247 200.000000 20.833333
352.634982 352.997849 200.000000 0.000000
352.634982 352.997849 200.000000 50.000000
352.634982 352.997849 198.979592 50.000000
352.634982 352.997849 197.959184 50.000000
352.634982 352.997849 196.938776 50.000000
352.634982 352.997849 195.918367 50.000000
352.634982 352.997849 194.897959 50.000000
352.634982 352.997849 193.877551 50.000000
352.634982 352.997849 192.857143 50.000000
352.634982 352.997849 191.836735 50.000000
352.634982 352.997849 190.816327 50.000000
352.634982 352.997849 189.795918 50.000000
352.634982 352.997849 188.775510 50.000000
352.634982 352.997849 187.755102 50.000000
352.634982 352.997849 186.734694 50.000000
352.634982 352.997849 185.714286 50.000000
352.634982 352.997849 184.693878 50.000000
352.634982 352.997849 183.673469 50.000000
352.634982 352.997849 182.653061 50.000000
352.634982 352.997849 181.632653 50.000000
352.634982 352.997849 180.612245 50.000000
352.634982 352.997849 179.591837 50.000000
352.634982 352.997849 178.571429 50.000000
352.634982 352.997849 177.551020 50.000000
352.634982 352.997849 176.530612 50.000000
352.634982 352.997849 175.510204 50.000000
352.634982 352.997849 174.489796 50.000000
352.634982 352.997849 173.469388 50.000000
352.634982 352.997849 172.448980 50.000000
352.634982 352.997849 171.428571 50.000000
352.634982 352.997849 170.408163 50.000000
352.634982 352.997849 169.387755 50.000000
352.634982 352.997849 168.367347 50.000000
352.634982 352.997849 167.346939 50.000000
352.634982 352.997849 166.326531 50.000000
352.634982 352.997849 165.306122 50.000000
352.634982 352.997849 164.285714 50.000000
352.634982 352.997849 163.265306 50.000000
352.634982 352.997849 162.244898 50.000000
352.634982 352.997849 161.224490 50.000000
352.634982 352.997849 160.204082 50.000000
352.634982 352.997849 159.183673 50.000000
352.634982 352.997849 158.163265 50.000000
352.634982 352.997849 157.142857 50.000000
352.634982 352.997849 156.122449 50.000000
352.634982 352.997849 155.102041 50.000000
352.634982 352.997849 154.081633 50.000000
352.634982 352.997849 153.061224 50.000000
352.634982 352.997849 152.040816 50.000000
352.634982 352.997849 151.020408 50.000000
352.634982 352.997849 150.000000 50.000000
352.634982 352.997849 150.000000 0.000000
351.650485 352.822446 150.000000 0.023312
350.665988 352.647043 150.000000 0.093141
349.681491 352.471641 150.000000 0.209159
348.696995 352.296238 150.000000 0.370827
347.712498 352.120835 150.000000 0.577391
346.728001 351.945433 150.000000 0.827887
345.743504 351.770030 150.000000 1.121148
344.759007 351.594627 150.000000 1.455806
343.774511 351.419225 150.000000 1.830301
342.790014 351.243822 150.000000 2.242887
341.805517 351.068420 150.000000 2.691640
340.821020 350.893017 150.000000 3.174469
339.836524 350.717614 150.000000 3.689121
338.852027 350.542212 150.000000 4.233197
337.867530 350.366809 150.000000 4.804160
336.883033 350.191406 150.000000 5.399350
335.898536 350.016004 150.000000 6.015989
334.914040 349.840601 150.000000 6.651204
333.929543 349.665198 150.000000 7.302032
332.945046 349.489796 150.000000 7.965440
331.960549 349.314393 150.000000 8.638334
330.976053 349.138990 150.000000 9.317576
329.991556 348.963588 150.000000 10.000000
329.007059 348.788185 150.000000 10.682424
328.022562 348.612783 150.000000 11.361666
327.038065 348.437380 150.000000 12.034560
326.053569 348.261977 150.000000 12.697968
325.069072 348.086575 150.000000 13.348796
324.084575 347.911172 150.000000 13.984011
323.750000 348.511719 150.000000 14.600650
323.750000 349.511719 150.000000 15.195840
323.750000 350.511719 150.000000 15.766803
323.750000 351.511719 150.000000 16.310879
323.750000 352.511719 150.000000 16.825531
323.750000 353.511719 150.000000 17.308360
323.750000 354.511719 150.000000 17.757113
323.750000 355.511719 150.000000 18.169699
323.750000 356.511719 150.000000 18.544194
323.750000 357.511719 150.000000 18.878852
323.750000 358.511719 150.000000 19.172113
323.750000 359.511719 150.000000 19.422609
323.750000 360.511719 150.000000 19.629173
323.750000 361.511719 150.000000 19.790841
323.750000 362.511719 150.000000 19.906859
323.750000 363.511719 150.000000 19.976688
323.750000 364.511719 150.000000 20.000000
323.750000 364.511719 150.000000 50.000000
323.750000 364.511719 151.020408 50.000000
323.750000 364.511719 152.040816 50.000000
323.750000 364.511719 153.061224 50.000000
323.750000 364.511719 154.081633 50.000000
323.750000 364.511719 155.102041 50.000000
323.750000 364.511719 156.122449 50.000000
323.750000 364.511719 157.142857 50.000000
323.750000 364.511719 158.163265 50.000000
323.750000 364.511719 159.183673 50.000000
323.750000 364.511719 160.204082 50.000000
323.750000 364.511719 161.224490 50.000000
323.750000 364.511719 162.244898 50.000000
323.750000 364.511719 163.265306 50.000000
323.750000 364.511719 164.285714 50.000000
323.750000 364.511719 165.306122 50.000000
323.750000 364.511719 166.326531 50.000000
323.750000 364.511719 167.346939 50.000000
323.750000 364.511719 168.367347 50.000000
323.750000 364.511719 169.387755 50.000000
323.750000 364.511719 170.408163 50.000000
323.750000 364.511719 171.428571 50.000000
323.750000 364.511719 172.448980 50.000000
323.750000 364.511719 173.469388 50.000000
323.750000 364.511719 174.489796 50.000000
323.750000 364.511719 175.510204 50.000000
323.750000 364.511719 176.530612 50.000000
323.750000 364.511719 177.551020 50.000000
323.750000 364.511719 178.571429 50.000000
323.750000 364.511719 179.591837 50.000000
323.750000 364.511719 180.612245 50.000000
323.750000 364.511719 181.632653 50.000000
323.750000 364.511719 182.653061 50.000000
323.750000 364.511719 183.673469 50.000000
323.750000 364.511719 184.693878 50.000000
323.750000 364.511719 185.714286 50.000000
323.750000 364.511719 186.734694 50.000000
323.750000 364.511719 187.755102 50.000000
323.750000 364.511719 188.775510 50.000000
323.750000 364.511719 189.795918 50.000000
323.750000 364.511719 190.816327 50.000000
323.750000 364.511719 191.836735 50.000000
323.750000 364.511719 192.857143 50.000000
323.750000 364.511719 193.877551 50.000000
323.750000 364.511719 194.897959 50.000000
323.750000 364.511719 195.918367 50.000000
323.750000 364.511719 196.938776 50.000000
323.750000 364.511719 197.959184 50.000000
323.750000 364.511719 198.979592 50.000000
323.750000 364.511719 200.000000 50.000000
NaN NaN NaN NaN
323.750000 364.511719 200.000000 0.000000
322.708333 364.469727 200.000000 20.833333
321.666667 364.427734 200.000000 41.666667
320.625000 364.385742 200.000000 50.000000
319.583333 364.343750 200.000000 50.000000
318.541667 364.301758 200.000000 50.000000
317.500000 364.259766 200.000000 50.000000
316.458333 364.217773 200.000000 50.000000
315.416667 364.175781 200.000000 50.000000
314.375000 364.133789 200.000000 50.000000
313.333333 364.091797 200.000000 41.666667
312.291667 364.049805 200.000000 20.833333
311.250000 364.007812 200.000000 0.000000
311.250000 364.007812 200.000000 50.000000
311.250000 364.007812 198.979592 50.000000
311.250000 364.007812 197.959184 50.000000
311.250000 364.007812 196.938776 50.000000
311.250000 364.007812 195.918367 50.000000
311.250000 364.007812 194.897959 50.000000
311.250000 364.007812 193.877551 50.000000
311.250000 364.007812 192.857143 50.000000
311.250000 364.007812 191.836735 50.000000
311.250000 364.007812 190.816327 50.000000
311.250000 364.007812 189.795918 50.000000
311.250000 364.007812 188.775510 50.000000
311.250000 364.007812 187.755102 50.000000
311.250000 364.007812 186.734694 50.000000
311.250000 364.007812 185.714286 50.000000
311.250000 364.007812 184.693878 50.000000
311.250000 364.007812 183.673469 50.000000
311.250000 364.007812 182.653061 50.000000
311.250000 364.007812 181.632653 50.000000
311.250000 364.007812 180.612245 50.000000
311.250000 364.007812 179.591837 50.000000
311.250000 364.007812 178.571429 50.000000
311.250000 364.007812 177.551020 50.000000
311.250000 364.007812 176.530612 50.000000
311.250000 364.007812 175.510204 50.000000
311.250000 364.007812 174.489796 50.000000
311.250000 364.007812 173.469388 50.000000
311.250000 364.007812 172.448980 50.000000
311.250000 364.007812 171.428571 50.000000
311.250000 364.007812 170.408163 50.000000
311.250000 364.007812 169.387755 50.000000
311.250000 364.007812 168.367347 50.000000
311.250000 364.007812 167.346939 50.000000
311.250000 364.007812 166.326531 50.000000
311.250000 364.007812 165.306122 50.000000
311.250000 364.007812 164.285714 50.000000
311.250000 364.007812 163.265306 50.000000
311.250000 364.007812 162.244898 50.000000
311.250000 364.007812 161.224490 50.000000
311.250000 364.007812 160.204082 50.000000
311.250000 364.007812 159.183673 50.000000
311.250000 364.007812 158.163265 50.000000
311.250000 364.007812 157.142857 50.000000
311.250000 364.007812 156.122449 50.000000
311.250000 364.007812 155.102041 50.000000
311.250000 364.007812 154.081633 50.000000
