X Y Z CORTAR
314.304294 400.749115 0.000 1
314.340871 400.784357 0.000 1
314.377721 400.819298 0.000 1
314.414840 400.853941 0.000 1
314.452222 400.888288 0.000 1
314.489863 400.922344 0.000 1
314.527759 400.956109 0.000 1
314.565906 400.989588 0.000 1
314.604298 401.022784 0.000 1
314.642930 401.055698 0.000 1
314.681800 401.088334 0.000 1
314.720901 401.120694 0.000 1
314.760230 401.152782 0.000 1
314.799781 401.184600 0.000 1
314.839551 401.216151 0.000 1
314.879535 401.247439 0.000 1
314.919728 401.278465 0.000 1
314.960125 401.309232 0.000 1
315.000723 401.339744 0.000 1
315.041516 401.370004 0.000 1
315.082500 401.400013 0.000 1
315.123670 401.429775 0.000 1
315.165023 401.459293 0.000 1
315.206553 401.488570 0.000 1
315.248257 401.517605 0.000 1
315.290137 401.546390 0.000 1
315.332197 401.574914 0.000 1
315.374439 401.603166 0.000 1
315.416866 401.631135 0.000 1
315.459481 401.658813 0.000 1
315.502287 401.686186 0.000 1
315.545286 401.713246 0.000 1
315.588482 401.739982 0.000 1
315.631878 401.766382 0.000 1
315.675475 401.792437 0.000 1
315.719278 401.818136 0.000 1
315.763288 401.843468 0.000 1
315.807510 401.868423 0.000 1
315.851945 401.892990 0.000 1
315.896597 401.917158 0.000 1
315.941469 401.940918 0.000 1
315.986562 401.964257 0.000 1
316.031881 401.987167 0.000 1
316.077429 402.009636 0.000 1
316.123207 402.031654 0.000 1
316.169219 402.053210 0.000 1
316.215467 402.074293 0.000 1
316.261956 402.094894 0.000 1
316.308685 402.115001 0.000 1
316.355653 402.134607 0.000 1
316.402849 402.153706 0.000 1
316.450268 402.172291 0.000 1
316.497901 402.190355 0.000 1
316.545742 402.207892 0.000 1
316.593781 402.224895 0.000 1
316.642013 402.241358 0.000 1
316.690428 402.257275 0.000 1
316.739021 402.272638 0.000 1
316.787782 402.287441 0.000 1
316.836705 402.301679 0.000 1
316.885782 402.315343 0.000 1
316.935006 402.328428 0.000 1
316.984368 402.340926 0.000 1
317.033862 402.352833 0.000 1
317.083480 402.364140 0.000 1
317.133213 402.374842 0.000 1
317.183055 402.384932 0.000 1
317.232999 402.394403 0.000 1
317.283036 402.403249 0.000 1
317.333158 402.411463 0.000 1
317.383360 402.419039 0.000 1
317.433632 402.425970 0.000 1
317.483967 402.432250 0.000 1
317.534358 402.437883 0.000 1
317.584802 402.442909 0.000 1
317.635293 402.447376 0.000 1
317.685828 402.451330 0.000 1
317.736403 402.454819 0.000 1
317.787013 402.457891 0.000 1
317.837655 402.460593 0.000 1
317.888325 402.462972 0.000 1
317.939018 402.465076 0.000 1
317.989731 402.466953 0.000 1
318.040459 402.468649 0.000 1
318.091198 402.470212 0.000 1
318.141945 402.471689 0.000 1
318.192694 402.473128 0.000 1
318.243443 402.474577 0.000 1
318.294188 402.476082 0.000 1
318.344923 402.477691 0.000 1
318.395646 402.479452 0.000 1
318.446351 402.481412 0.000 1
318.497035 402.483618 0.000 1
318.547695 402.486117 0.000 1
318.598325 402.488958 0.000 1
318.648922 402.492187 0.000 1
318.699482 402.495852 0.000 1
318.750000 402.500000 0.000 1
318.800261 402.495614 0.000 1
318.850630 402.491904 0.000 1
318.901097 402.488805 0.000 1
318.951651 402.486250 0.000 1
319.002281 402.484174 0.000 1
319.052978 402.482510 0.000 1
319.103730 402.481193 0.000 1
319.154526 402.480157 0.000 1
319.205357 402.479335 0.000 1
319.256212 402.478661 0.000 1
319.307080 402.478070 0.000 1
319.357951 402.477495 0.000 1
319.408813 402.476870 0.000 1
319.459657 402.476129 0.000 1
319.510472 402.475207 0.000 1
319.561248 402.474037 0.000 1
319.611973 402.472553 0.000 1
319.662637 402.470690 0.000 1
319.713231 402.468380 0.000 1
319.763742 402.465558 0.000 1
319.814161 402.462159 0.000 1
319.864476 402.458115 0.000 1
319.914678 402.453362 0.000 1
319.964756 402.447832 0.000 1
320.014700 402.441460 0.000 1
320.064499 402.434189 0.000 1
320.114153 402.426024 0.000 1
320.163666 402.416996 0.000 1
320.213040 402.407137 0.000 1
320.262279 402.396480 0.000 1
320.311385 402.385058 0.000 1
320.360361 402.372901 0.000 1
320.409211 402.360042 0.000 1
320.457938 402.346513 0.000 1
320.506544 402.332347 0.000 1
320.555033 402.317575 0.000 1
320.603408 402.302230 0.000 1
320.651672 402.286343 0.000 1
320.699828 402.269947 0.000 1
320.747879 402.253074 0.000 1
320.795828 402.235756 0.000 1
320.843678 402.218025 0.000 1
320.891432 402.199914 0.000 1
320.939094 402.181453 0.000 1
320.986665 402.162676 0.000 1
321.034151 402.143615 0.000 1
321.081552 402.124301 0.000 1
321.128873 402.104767 0.000 1
321.176117 402.085045 0.000 1
321.223286 402.065167 0.000 1
321.270380 402.045152 0.000 1
321.317387 402.024988 0.000 1
321.364292 402.004653 0.000 1
321.411082 401.984129 0.000 1
321.457743 401.963397 0.000 1
321.504261 401.942437 0.000 1
321.550623 401.921229 0.000 1
321.596814 401.899755 0.000 1
321.642822 401.877995 0.000 1
321.688631 401.855929 0.000 1
321.734228 401.833539 0.000 1
321.779599 401.810804 0.000 1
321.824731 401.787706 0.000 1
321.869610 401.764225 0.000 1
321.914221 401.740341 0.000 1
321.958551 401.716036 0.000 1
322.002587 401.691289 0.000 1
322.046314 401.666082 0.000 1
322.089718 401.640395 0.000 1
322.132786 401.614209 0.000 1
322.175504 401.587504 0.000 1
322.217858 401.560261 0.000 1
322.259834 401.532461 0.000 1
322.301419 401.504084 0.000 1
322.342600 401.475114 0.000 1
322.383383 401.445561 0.000 1
322.423779 401.415447 0.000 1
322.463800 401.384790 0.000 1
322.503457 401.353613 0.000 1
322.542762 401.321936 0.000 1
322.581726 401.289780 0.000 1
322.620362 401.257165 0.000 1
322.658681 401.224111 0.000 1
322.696694 401.190641 0.000 1
322.734413 401.156774 0.000 1
322.771849 401.122531 0.000 1
322.809015 401.087933 0.000 1
322.845922 401.053000 0.000 1
322.882581 401.017754 0.000 1
322.919004 400.982214 0.000 1
322.955203 400.946402 0.000 1
322.991190 400.910339 0.000 1
323.026975 400.874044 0.000 1
323.062570 400.837539 0.000 1
323.097988 400.800844 0.000 1
323.133240 400.763981 0.000 1
323.168336 400.726969 0.000 1
323.203290 400.689830 0.000 1
323.238112 400.652583 0.000 1
323.272806 400.615240 0.000 1
323.307360 400.577794 0.000 1
323.341762 400.540237 0.000 1
323.375999 400.502560 0.000 1
323.410060 400.464755 0.000 1
323.443931 400.426815 0.000 1
323.477600 400.388730 0.000 1
323.511055 400.350494 0.000 1
323.544283 400.312097 0.000 1
323.577273 400.273532 0.000 1
323.610011 400.234791 0.000 1
323.642485 400.195865 0.000 1
323.674683 400.156746 0.000 1
323.706592 400.117427 0.000 1
323.738200 400.077898 0.000 1
323.769494 400.038153 0.000 1
323.800463 399.998182 0.000 1
323.831093 399.957978 0.000 1
323.861372 399.917532 0.000 1
323.891288 399.876836 0.000 1
323.920829 399.835883 0.000 1
323.949982 399.794664 0.000 1
323.978734 399.753170 0.000 1
324.007073 399.711395 0.000 1
324.034988 399.669330 0.000 1
324.062477 399.626976 0.000 1
324.089547 399.584340 0.000 1
324.116203 399.541428 0.000 1
324.142451 399.498247 0.000 1
324.168296 399.454804 0.000 1
324.193746 399.411105 0.000 1
324.218805 399.367156 0.000 1
324.243479 399.322964 0.000 1
324.267775 399.278536 0.000 1
324.291698 399.233878 0.000 1
324.315254 399.188997 0.000 1
324.338449 399.143899 0.000 1
324.361288 399.098591 0.000 1
324.383778 399.053079 0.000 1
324.405925 399.007370 0.000 1
324.427734 398.961470 0.000 1
324.449211 398.915386 0.000 1
324.470362 398.869125 0.000 1
324.491193 398.822693 0.000 1
324.511709 398.776096 0.000 1
324.531917 398.729341 0.000 1
324.551823 398.682436 0.000 1
324.571431 398.635385 0.000 1
324.590749 398.588196 0.000 1
324.609778 398.540874 0.000 1
324.628504 398.493422 0.000 1
324.646909 398.445842 0.000 1
324.664975 398.398134 0.000 1
324.682684 398.350301 0.000 1
324.700018 398.302343 0.000 1
324.716959 398.254263 0.000 1
324.733490 398.206062 0.000 1
324.749592 398.157741 0.000 1
324.765248 398.109301 0.000 1
324.780439 398.060746 0.000 1
324.795147 398.012075 0.000 1
324.809356 397.963290 0.000 1
324.823046 397.914394 0.000 1
324.836199 397.865387 0.000 1
324.848799 397.816271 0.000 1
324.860826 397.767047 0.000 1
324.872264 397.717718 0.000 1
324.883093 397.668284 0.000 1
324.893297 397.618747 0.000 1
324.902856 397.569109 0.000 1
324.911754 397.519370 0.000 1
324.919973 397.469533 0.000 1
324.927493 397.419600 0.000 1
324.934298 397.369571 0.000 1
324.940374 397.319448 0.000 1
324.945753 397.269237 0.000 1
324.950484 397.218944 0.000 1
324.954621 397.168576 0.000 1
324.958214 397.118138 0.000 1
324.961317 397.067639 0.000 1
324.963980 397.017084 0.000 1
324.966255 396.966479 0.000 1
324.968194 396.915832 0.000 1
324.969850 396.865149 0.000 1
324.971273 396.814437 0.000 1
324.972517 396.763702 0.000 1
324.973631 396.712951 0.000 1
324.974669 396.662189 0.000 1
324.975682 396.611425 0.000 1
324.976722 396.560664 0.000 1
324.977840 396.509913 0.000 1
324.979090 396.459179 0.000 1
324.980521 396.408468 0.000 1
324.982187 396.357786 0.000 1
324.984138 396.307141 0.000 1
324.986428 396.256538 0.000 1
324.989107 396.205985 0.000 1
324.992227 396.155488 0.000 1
324.995841 396.105053 0.000 1
325.000000 396.054688 0.000 1
325.000167 395.896039 0.000 1
325.001381 395.737372 0.000 1
325.003298 395.578694 0.000 1
325.005575 395.420009 0.000 1
325.007868 395.261324 0.000 1
325.009836 395.102645 0.000 1
325.011134 394.943977 0.000 1
325.011420 394.785326 0.000 1
325.010350 394.626699 0.000 1
325.007640 394.468099 0.000 1
325.003420 394.309524 0.000 1
324.998007 394.150968 0.000 1
324.991716 393.992424 0.000 1
324.984863 393.833886 0.000 1
324.977764 393.675348 0.000 1
324.970735 393.516803 0.000 1
324.964092 393.358245 0.000 1
324.958151 393.199668 0.000 1
324.953228 393.041064 0.000 1
324.949556 392.882431 0.000 1
324.946989 392.723771 0.000 1
324.945272 392.565094 0.000 1
324.944150 392.406405 0.000 1
324.943369 392.247711 0.000 1
324.942674 392.089020 0.000 1
324.941810 391.930340 0.000 1
324.940524 391.771676 0.000 1
324.938559 391.613036 0.000 1
324.935662 391.454427 0.000 1
324.931578 391.295856 0.000 1
324.926148 391.137328 0.000 1
324.919519 390.978837 0.000 1
324.911899 390.820376 0.000 1
324.903495 390.661937 0.000 1
324.894514 390.503515 0.000 1
324.885165 390.345100 0.000 1
324.875655 390.186687 0.000 1
324.866192 390.028268 0.000 1
324.856984 389.869836 0.000 1
324.848237 389.711383 0.000 1
324.840161 389.552904 0.000 1
324.832961 389.394389 0.000 1
324.826749 389.235837 0.000 1
324.821399 389.077252 0.000 1
324.816750 388.918641 0.000 1
324.812641 388.760010 0.000 1
324.808911 388.601367 0.000 1
324.805398 388.442718 0.000 1
324.801941 388.284070 0.000 1
324.798380 388.125430 0.000 1
324.794552 387.966804 0.000 1
324.790298 387.808198 0.000 1
324.785455 387.649621 0.000 1
324.779862 387.491077 0.000 1
324.773359 387.332575 0.000 1
324.765866 387.174117 0.000 1
324.757488 387.015698 0.000 1
324.748359 386.857311 0.000 1
324.738611 386.698952 0.000 1
324.728376 386.540613 0.000 1
324.717787 386.382288 0.000 1
324.706977 386.223970 0.000 1
324.696078 386.065655 0.000 1
324.685222 385.907335 0.000 1
324.674542 385.749004 0.000 1
324.664171 385.590657 0.000 1
324.654242 385.432285 0.000 1
324.644886 385.273885 0.000 1
324.636236 385.115449 0.000 1
324.628359 384.956974 0.000 1
324.621166 384.798465 0.000 1
324.614546 384.639928 0.000 1
324.608389 384.481368 0.000 1
324.602582 384.322792 0.000 1
